fraud_event_id,transaction_id,fraud_type,detection_method,fraud_risk_score,ground_truth_status,estimated_loss_inr,detected_ts,primary_reason
FE0000418,TXN000022278,CARD_NOT_PRESENT,Rule,88.5,Under Review,3131.44,2026-02-08 17:20:24,Merchant anomaly
FE0000419,TXN000022283,MERCHANT_COLLUSION,ML,68.0,Under Review,56322.13,2026-03-07 10:31:43,Mule network
FE0000420,TXN000022332,ATM_CASHOUT,Rule,56.0,False Positive,80249.96,2026-03-25 15:30:10,Amount deviation
FE0000421,TXN000022469,CARD_NOT_PRESENT,ML,97.4,False Positive,780.33,2026-03-26 02:53:57,Amount deviation
FE0000422,TXN000022495,ACCOUNT_TAKEOVER,Hybrid,99,False Positive,330764.16,2026-04-05 07:05:20,Mule network
FE0000423,TXN000022576,VELOCITY_ABUSE,ML,66.1,Confirmed Fraud,399.01,2026-03-30 12:45:57,Device anomaly
FE0000424,TXN000022639,MERCHANT_COLLUSION,ML,56.0,Under Review,166656.19,2026-02-22 13:59:00,Geographic anomaly
FE0000425,TXN000022646,MERCHANT_COLLUSION,ML,72.0,Confirmed Fraud,54837.79,2026-04-26 17:12:51,Geographic anomaly
FE0000426,TXN000022653,ACCOUNT_TAKEOVER,Hybrid,81.0,Confirmed Fraud,92859.74,2026-02-21 19:17:52,Amount deviation
FE0000427,TXN000022673,MERCHANT_COLLUSION,Hybrid,70.0,False Positive,64974.67,2026-04-22 16:50:49,Geographic anomaly
FE0000428,TXN000022712,CARD_NOT_PRESENT,Hybrid,66.5,Under Review,916.86,2026-06-30 10:33:44,Amount deviation
FE0000429,TXN000022791,VELOCITY_ABUSE,Rule,49.0,Under Review,233.9,2026-06-13 07:44:14,Geographic anomaly
FE0000430,TXN000022793,CARD_TESTING,ML,48.1,False Positive,57.33,2026-05-12 10:26:55,Amount deviation
FE0000431,TXN000022947,MULE_TRANSFER,Rule,74.0,Confirmed Fraud,50206.74,2026-02-08 19:29:34,Mule network
FE0000432,TXN000022980,ATM_CASHOUT,Hybrid,52.0,Confirmed Fraud,101860.57,2026-04-27 13:12:39,Device anomaly
FE0000433,TXN000023089,CARD_NOT_PRESENT,Rule,75.6,Confirmed Fraud,757.91,2026-02-28 21:38:13,High velocity
FE0000434,TXN000023106,CARD_NOT_PRESENT,ML,93.5,Under Review,1105.31,2026-05-26 02:38:25,Amount deviation
FE0000435,TXN000023116,VELOCITY_ABUSE,Rule,49.1,Under Review,3075.5,2026-05-29 05:45:29,High velocity
FE0000436,TXN000023151,CARD_TESTING,Rule,48.1,False Positive,106.37,2026-04-24 22:12:24,Amount deviation
FE0000437,TXN000023269,ACCOUNT_TAKEOVER,ML,82.7,Confirmed Fraud,144963.42,2026-04-18 09:16:55,Geographic anomaly
FE0000438,TXN000023310,CARD_NOT_PRESENT,ML,69.8,Confirmed Fraud,1103.63,2026-07-25 11:25:18,Device anomaly
FE0000439,TXN000023400,VELOCITY_ABUSE,Hybrid,61.3,Under Review,2104.07,2026-06-24 19:11:42,Geographic anomaly
FE0000440,TXN000023531,IMPOSSIBLE_TRAVEL,ML,63.5,False Positive,6141.65,2026-04-18 11:05:12,Mule network
FE0000441,TXN000023541,ATM_CASHOUT,ML,52.0,Confirmed Fraud,379388.61,2026-03-12 14:13:52,Merchant anomaly
FE0000442,TXN000023552,MERCHANT_COLLUSION,Hybrid,56.0,Confirmed Fraud,79747.73,2026-05-28 22:04:04,Device anomaly
FE0000443,TXN000023613,MERCHANT_COLLUSION,Hybrid,50.0,Confirmed Fraud,21891.2,2026-03-03 20:28:02,Geographic anomaly
FE0000444,TXN000023688,CARD_NOT_PRESENT,Rule,84.3,Confirmed Fraud,1595.18,2026-07-17 12:35:33,Geographic anomaly
FE0000445,TXN000023705,VELOCITY_ABUSE,Rule,72.0,Confirmed Fraud,2664.68,2026-05-06 01:32:22,Mule network
FE0000446,TXN000023766,ACCOUNT_TAKEOVER,Rule,99,Under Review,298288.97,2026-05-29 02:41:13,Geographic anomaly
FE0000447,TXN000023861,MERCHANT_COLLUSION,Rule,54.0,Confirmed Fraud,48290.82,2026-05-03 22:04:11,High velocity
FE0000448,TXN000023890,CARD_NOT_PRESENT,Hybrid,65.7,Confirmed Fraud,712.3,2026-03-29 14:04:58,Amount deviation
FE0000449,TXN000023893,CARD_TESTING,ML,68.0,Confirmed Fraud,49.87,2026-03-17 09:35:42,High velocity
FE0000450,TXN000023911,CARD_NOT_PRESENT,Hybrid,90.5,Under Review,1454.0,2026-03-09 04:15:02,Device anomaly
FE0000451,TXN000023969,ATM_CASHOUT,Hybrid,52.0,Under Review,48133.72,2026-07-30 15:05:34,Merchant anomaly
FE0000452,TXN000024002,ATM_CASHOUT,Hybrid,68.0,Confirmed Fraud,477714.25,2026-03-01 23:31:44,Amount deviation
FE0000453,TXN000024033,IMPOSSIBLE_TRAVEL,ML,68.2,False Positive,233.61,2026-03-03 07:51:31,Amount deviation
FE0000454,TXN000024161,MERCHANT_COLLUSION,Hybrid,74.0,Confirmed Fraud,24817.57,2026-04-30 23:20:58,Mule network
FE0000455,TXN000024164,CARD_NOT_PRESENT,ML,64.8,False Positive,725.56,2026-03-06 15:18:24,Merchant anomaly
FE0000456,TXN000024171,VELOCITY_ABUSE,ML,49.3,Confirmed Fraud,119.91,2026-04-09 15:12:34,Device anomaly
FE0000457,TXN000024203,ACCOUNT_TAKEOVER,ML,97.9,Under Review,101490.91,2026-05-14 03:02:55,Geographic anomaly
FE0000458,TXN000024245,MERCHANT_COLLUSION,Rule,68.0,False Positive,79748.54,2026-05-20 00:42:51,Mule network
FE0000459,TXN000024268,IMPOSSIBLE_TRAVEL,ML,85.3,Confirmed Fraud,1321.65,2026-02-10 11:56:10,Merchant anomaly
FE0000460,TXN000024290,IMPOSSIBLE_TRAVEL,ML,71.2,False Positive,901.93,2026-04-02 06:54:03,Device anomaly
FE0000461,TXN000024386,IMPOSSIBLE_TRAVEL,ML,79.9,False Positive,181.3,2026-02-01 01:33:49,Amount deviation
FE0000462,TXN000024416,CARD_TESTING,Rule,43.9,False Positive,97.98,2026-07-03 17:46:21,Device anomaly
FE0000463,TXN000024556,VELOCITY_ABUSE,Rule,48.3,Confirmed Fraud,499.7,2026-03-30 16:04:55,Mule network
FE0000464,TXN000024658,CARD_TESTING,ML,48.0,False Positive,9.32,2026-02-06 05:20:30,Mule network
FE0000465,TXN000024676,CARD_TESTING,ML,48.3,Confirmed Fraud,62.23,2026-03-31 07:13:39,Merchant anomaly
FE0000466,TXN000024683,CARD_NOT_PRESENT,Rule,81.2,Under Review,801.99,2026-07-28 13:11:20,Merchant anomaly
FE0000467,TXN000024752,ATM_CASHOUT,Hybrid,48.0,Under Review,260842.57,2026-03-13 07:01:35,Amount deviation
FE0000468,TXN000025120,MERCHANT_COLLUSION,Hybrid,52.0,Confirmed Fraud,54792.4,2026-04-02 23:53:40,Amount deviation
FE0000469,TXN000025128,IMPOSSIBLE_TRAVEL,ML,43.9,False Positive,214.68,2026-02-16 19:45:03,Geographic anomaly
FE0000470,TXN000025257,CARD_NOT_PRESENT,Hybrid,91.7,Under Review,5949.98,2026-03-21 20:49:49,High velocity
FE0000471,TXN000025280,VELOCITY_ABUSE,Rule,68.0,Confirmed Fraud,1356.25,2026-06-14 22:45:13,Device anomaly
FE0000472,TXN000025315,ATM_CASHOUT,Hybrid,74.0,Under Review,87540.4,2026-05-03 04:17:02,High velocity
FE0000473,TXN000025379,IMPOSSIBLE_TRAVEL,Rule,51.2,Under Review,858.02,2026-07-04 09:31:44,Amount deviation
FE0000474,TXN000025386,ATM_CASHOUT,Rule,56.0,Confirmed Fraud,63579.01,2026-02-02 08:32:58,High velocity
FE0000475,TXN000025387,MERCHANT_COLLUSION,Rule,48.0,Confirmed Fraud,112017.37,2026-04-27 16:05:47,Merchant anomaly
FE0000476,TXN000025410,MULE_TRANSFER,Hybrid,68.0,Confirmed Fraud,331124.71,2026-07-30 04:09:40,Amount deviation
FE0000477,TXN000025441,IMPOSSIBLE_TRAVEL,Hybrid,79.9,False Positive,1179.08,2026-05-29 02:50:30,Geographic anomaly
FE0000478,TXN000025466,VELOCITY_ABUSE,Hybrid,49.5,Under Review,96.14,2026-07-04 08:35:01,Merchant anomaly
FE0000479,TXN000025473,CARD_TESTING,Hybrid,42.1,False Positive,13.85,2026-06-13 23:47:32,Device anomaly
FE0000480,TXN000025480,CARD_TESTING,Rule,48.0,False Positive,9.98,2026-02-20 13:57:38,Amount deviation
FE0000481,TXN000025490,IMPOSSIBLE_TRAVEL,ML,78.6,Under Review,231.23,2026-03-20 03:32:27,Geographic anomaly
FE0000482,TXN000025496,CARD_NOT_PRESENT,ML,58.2,False Positive,256.94,2026-04-17 09:26:47,Mule network
FE0000483,TXN000025519,CARD_NOT_PRESENT,Hybrid,95.6,Confirmed Fraud,1150.22,2026-07-19 03:08:53,Device anomaly
FE0000484,TXN000025573,MERCHANT_COLLUSION,Rule,66.0,False Positive,64784.82,2026-05-19 03:58:12,Amount deviation
FE0000485,TXN000025642,VELOCITY_ABUSE,ML,64.0,False Positive,6638.35,2026-07-06 11:24:52,High velocity
FE0000486,TXN000025651,IMPOSSIBLE_TRAVEL,Hybrid,84.1,Under Review,576.83,2026-02-11 02:55:32,Mule network
FE0000487,TXN000025660,IMPOSSIBLE_TRAVEL,ML,68.1,False Positive,492.25,2026-06-16 13:42:35,High velocity
FE0000488,TXN000025690,VELOCITY_ABUSE,ML,81.5,Confirmed Fraud,1734.79,2026-06-17 07:55:01,High velocity
FE0000489,TXN000025711,MERCHANT_COLLUSION,Hybrid,52.0,Under Review,54195.24,2026-07-06 22:18:03,Merchant anomaly
FE0000490,TXN000025805,MULE_TRANSFER,ML,52.0,Confirmed Fraud,125676.67,2026-05-29 16:56:12,Amount deviation
FE0000491,TXN000025843,CARD_NOT_PRESENT,Rule,76.2,Confirmed Fraud,189.26,2026-06-26 16:45:37,High velocity
FE0000492,TXN000026143,MERCHANT_COLLUSION,ML,68.0,Confirmed Fraud,95787.79,2026-02-28 05:15:53,Mule network
FE0000493,TXN000026172,MERCHANT_COLLUSION,Rule,54.0,False Positive,22718.33,2026-03-06 14:49:37,Merchant anomaly
FE0000494,TXN000026185,IMPOSSIBLE_TRAVEL,Rule,56.4,Confirmed Fraud,249.57,2026-03-02 18:21:09,Merchant anomaly
FE0000495,TXN000026232,CARD_TESTING,Rule,48.0,Under Review,8.35,2026-07-30 09:23:47,Device anomaly
FE0000496,TXN000026247,ACCOUNT_TAKEOVER,Hybrid,99,Under Review,240093.2,2026-03-25 03:56:37,Device anomaly
FE0000497,TXN000026414,MULE_TRANSFER,Hybrid,48.0,Under Review,132896.33,2026-04-12 08:20:18,Amount deviation
FE0000498,TXN000026752,ACCOUNT_TAKEOVER,ML,90.9,Under Review,42809.72,2026-03-11 19:22:09,Geographic anomaly
FE0000499,TXN000026762,ATM_CASHOUT,ML,50.0,Under Review,325337.42,2026-06-02 20:06:26,High velocity
FE0000500,TXN000026810,VELOCITY_ABUSE,Rule,48.8,False Positive,493.53,2026-04-01 12:32:22,Merchant anomaly
FE0000501,TXN000026873,IMPOSSIBLE_TRAVEL,Rule,81.1,False Positive,6221.09,2026-05-22 20:53:03,Merchant anomaly
FE0000502,TXN000026911,VELOCITY_ABUSE,Rule,47.9,False Positive,271.81,2026-07-20 06:31:27,High velocity
FE0000503,TXN000027066,CARD_NOT_PRESENT,ML,64.5,Confirmed Fraud,2049.25,2026-05-11 22:34:36,Merchant anomaly
FE0000504,TXN000027109,CARD_TESTING,Rule,66.4,False Positive,52.62,2026-07-05 01:54:45,Amount deviation
FE0000505,TXN000027117,MULE_TRANSFER,ML,66.0,False Positive,248741.06,2026-05-18 02:58:26,Amount deviation
FE0000506,TXN000027144,VELOCITY_ABUSE,ML,54.5,Under Review,1001.63,2026-06-07 09:41:42,Geographic anomaly
FE0000507,TXN000027171,ATM_CASHOUT,ML,50.0,False Positive,425311.74,2026-05-02 23:35:56,Geographic anomaly
FE0000508,TXN000027177,CARD_TESTING,Rule,48.1,Under Review,19.98,2026-02-12 12:06:44,Mule network
FE0000509,TXN000027370,MERCHANT_COLLUSION,Rule,72.0,Confirmed Fraud,72240.63,2026-03-17 07:00:22,Mule network
FE0000510,TXN000027372,ACCOUNT_TAKEOVER,Rule,97,Under Review,202193.41,2026-06-10 12:12:20,Amount deviation
FE0000511,TXN000027429,ACCOUNT_TAKEOVER,ML,90.3,False Positive,218789.35,2026-07-02 05:18:35,Merchant anomaly
FE0000512,TXN000027464,IMPOSSIBLE_TRAVEL,ML,51.0,Confirmed Fraud,1571.05,2026-06-16 15:28:36,Amount deviation
FE0000513,TXN000027563,MULE_TRANSFER,Rule,56.0,Confirmed Fraud,289808.44,2026-03-29 06:52:25,Device anomaly
FE0000514,TXN000027565,VELOCITY_ABUSE,Rule,62.0,Under Review,9146.5,2026-06-10 23:19:51,Geographic anomaly
FE0000515,TXN000027587,CARD_TESTING,Hybrid,48.0,Under Review,9.11,2026-02-16 16:02:32,Amount deviation
FE0000516,TXN000027626,IMPOSSIBLE_TRAVEL,Rule,60.1,Confirmed Fraud,2217.14,2026-02-03 03:57:25,Amount deviation
FE0000517,TXN000027663,CARD_NOT_PRESENT,Rule,75.9,Under Review,180.34,2026-06-29 22:24:10,Device anomaly
FE0000518,TXN000027697,CARD_NOT_PRESENT,ML,82.8,Confirmed Fraud,4487.6,2026-04-02 14:43:48,High velocity
FE0000519,TXN000027704,CARD_TESTING,Hybrid,64.2,Confirmed Fraud,100.64,2026-07-11 15:55:08,High velocity
FE0000520,TXN000027762,MERCHANT_COLLUSION,Rule,70.0,Under Review,93670.95,2026-07-23 01:55:15,Device anomaly
FE0000521,TXN000027854,CARD_NOT_PRESENT,ML,66.6,Under Review,901.1,2026-06-03 15:25:29,Geographic anomaly
FE0000522,TXN000027900,CARD_NOT_PRESENT,Hybrid,79.3,Under Review,441.79,2026-07-21 07:07:35,Amount deviation
FE0000523,TXN000028082,MERCHANT_COLLUSION,ML,56.0,Under Review,33662.87,2026-03-31 05:50:29,Mule network
FE0000524,TXN000028087,IMPOSSIBLE_TRAVEL,ML,58.0,Under Review,703.6,2026-07-28 01:52:41,Amount deviation
FE0000525,TXN000028128,CARD_TESTING,Rule,64.5,False Positive,56.03,2026-03-13 01:07:25,Device anomaly
FE0000526,TXN000028182,ACCOUNT_TAKEOVER,Hybrid,87.2,False Positive,160580.75,2026-03-04 17:21:16,Device anomaly
FE0000527,TXN000028262,ATM_CASHOUT,ML,68.0,False Positive,232733.36,2026-04-17 13:08:09,Device anomaly
FE0000528,TXN000028301,IMPOSSIBLE_TRAVEL,Rule,77.9,Confirmed Fraud,752.02,2026-07-20 23:34:33,Mule network
FE0000529,TXN000028315,ACCOUNT_TAKEOVER,Rule,96.3,Under Review,297703.02,2026-06-18 23:28:18,Merchant anomaly
FE0000530,TXN000028363,IMPOSSIBLE_TRAVEL,ML,76.9,Under Review,1603.32,2026-07-15 01:55:27,Merchant anomaly
FE0000531,TXN000028401,VELOCITY_ABUSE,ML,49.5,False Positive,990.29,2026-07-08 15:51:41,Mule network
FE0000532,TXN000028476,IMPOSSIBLE_TRAVEL,Hybrid,44.3,Confirmed Fraud,475.77,2026-03-16 16:33:58,Mule network
FE0000533,TXN000028602,IMPOSSIBLE_TRAVEL,Hybrid,67.0,False Positive,1260.41,2026-05-18 18:31:04,Geographic anomaly
FE0000534,TXN000028670,MERCHANT_COLLUSION,Hybrid,72.0,Under Review,45595.5,2026-02-08 21:37:38,Amount deviation
FE0000535,TXN000028681,IMPOSSIBLE_TRAVEL,Rule,46.0,Confirmed Fraud,481.06,2026-03-16 08:26:41,Device anomaly
FE0000536,TXN000028790,VELOCITY_ABUSE,Hybrid,73.3,False Positive,4352.44,2026-02-04 00:11:24,Merchant anomaly
FE0000537,TXN000028869,CARD_NOT_PRESENT,Hybrid,79.9,False Positive,7688.03,2026-06-15 15:25:26,Merchant anomaly
FE0000538,TXN000028900,VELOCITY_ABUSE,Rule,68.7,False Positive,2354.35,2026-03-15 23:55:51,Geographic anomaly
FE0000539,TXN000029069,MULE_TRANSFER,Hybrid,48.0,False Positive,250391.97,2026-04-23 19:32:58,Mule network
FE0000540,TXN000029100,MERCHANT_COLLUSION,Rule,48.0,Confirmed Fraud,34064.81,2026-04-10 23:28:11,Geographic anomaly
FE0000541,TXN000029158,ACCOUNT_TAKEOVER,ML,80.3,False Positive,35609.22,2026-06-27 16:06:23,Geographic anomaly
FE0000542,TXN000029222,VELOCITY_ABUSE,Rule,57.9,Confirmed Fraud,1662.29,2026-05-29 03:15:37,Merchant anomaly
FE0000543,TXN000029234,IMPOSSIBLE_TRAVEL,ML,48.5,Confirmed Fraud,2498.54,2026-03-29 18:17:06,Merchant anomaly
FE0000544,TXN000029277,MULE_TRANSFER,Hybrid,68.0,Under Review,191102.55,2026-02-05 10:57:29,Mule network
FE0000545,TXN000029383,ATM_CASHOUT,ML,86.0,False Positive,182803.97,2026-04-02 04:18:52,Merchant anomaly
FE0000546,TXN000029403,MULE_TRANSFER,Hybrid,52.0,Confirmed Fraud,450396.93,2026-06-13 20:47:13,High velocity
FE0000547,TXN000029465,ATM_CASHOUT,ML,50.0,Confirmed Fraud,98051.82,2026-06-22 11:34:24,Geographic anomaly
FE0000548,TXN000029487,ATM_CASHOUT,Rule,70.0,Confirmed Fraud,85783.93,2026-05-07 03:51:17,Mule network
FE0000549,TXN000029508,VELOCITY_ABUSE,Rule,66.7,Confirmed Fraud,548.08,2026-02-17 00:27:58,High velocity
FE0000550,TXN000029524,CARD_NOT_PRESENT,ML,97,Confirmed Fraud,5003.11,2026-05-21 18:23:37,Device anomaly
FE0000551,TXN000029564,ACCOUNT_TAKEOVER,ML,83.1,Confirmed Fraud,117533.33,2026-04-30 17:49:43,Merchant anomaly
FE0000552,TXN000029605,MERCHANT_COLLUSION,Hybrid,72.0,Confirmed Fraud,78337.08,2026-02-16 01:53:20,Merchant anomaly
FE0000553,TXN000029664,ACCOUNT_TAKEOVER,Hybrid,91.5,False Positive,73713.79,2026-05-23 17:40:57,High velocity
FE0000554,TXN000029666,MULE_TRANSFER,Hybrid,48.0,False Positive,145903.17,2026-02-27 06:26:04,Mule network
FE0000555,TXN000029702,CARD_NOT_PRESENT,ML,83.1,Under Review,449.36,2026-05-05 20:35:33,Geographic anomaly
FE0000556,TXN000029798,CARD_TESTING,Hybrid,48.3,Confirmed Fraud,104.36,2026-06-14 17:03:36,Amount deviation
FE0000557,TXN000029849,MULE_TRANSFER,Rule,54.0,Confirmed Fraud,186504.77,2026-05-08 07:40:06,Geographic anomaly
FE0000558,TXN000029987,MULE_TRANSFER,Hybrid,50.0,False Positive,238946.06,2026-03-07 15:04:47,High velocity
FE0000559,TXN000030075,CARD_TESTING,ML,68.3,Under Review,49.57,2026-02-07 05:44:30,Mule network
FE0000560,TXN000030084,MULE_TRANSFER,ML,70.0,Confirmed Fraud,139933.63,2026-04-29 02:05:03,Merchant anomaly
FE0000561,TXN000030130,MULE_TRANSFER,ML,50.0,Confirmed Fraud,347453.63,2026-04-10 07:03:02,Mule network
FE0000562,TXN000030202,MULE_TRANSFER,Hybrid,52.0,Confirmed Fraud,361319.83,2026-05-28 11:06:35,High velocity
FE0000563,TXN000030249,CARD_TESTING,Hybrid,48.1,Confirmed Fraud,40.44,2026-04-13 06:44:16,High velocity
FE0000564,TXN000030282,MULE_TRANSFER,ML,70.0,False Positive,219917.96,2026-06-22 11:11:24,High velocity
FE0000565,TXN000030414,MULE_TRANSFER,ML,52.0,Confirmed Fraud,70391.22,2026-04-17 17:40:56,Device anomaly
FE0000566,TXN000030455,MULE_TRANSFER,ML,72.0,Under Review,168520.0,2026-06-09 02:30:34,Device anomaly
FE0000567,TXN000030458,ACCOUNT_TAKEOVER,ML,83.7,False Positive,426918.86,2026-06-05 19:20:08,Amount deviation
FE0000568,TXN000030464,CARD_NOT_PRESENT,ML,76.4,Under Review,624.21,2026-04-14 16:30:17,Geographic anomaly
FE0000569,TXN000030545,ACCOUNT_TAKEOVER,Rule,99,Confirmed Fraud,91198.1,2026-05-29 04:12:49,Amount deviation
FE0000570,TXN000030558,CARD_NOT_PRESENT,Hybrid,66.4,Under Review,362.8,2026-04-22 23:14:26,High velocity
FE0000571,TXN000030568,IMPOSSIBLE_TRAVEL,ML,87.8,Confirmed Fraud,13146.6,2026-03-11 06:12:26,Mule network
FE0000572,TXN000030629,MULE_TRANSFER,ML,90.0,Confirmed Fraud,268247.28,2026-02-01 00:32:28,Device anomaly
FE0000573,TXN000030656,MERCHANT_COLLUSION,Hybrid,86.0,Confirmed Fraud,182945.12,2026-05-27 00:42:31,Geographic anomaly
FE0000574,TXN000030846,ATM_CASHOUT,Hybrid,50.0,Under Review,183940.26,2026-06-30 07:10:31,Mule network
FE0000575,TXN000031025,CARD_NOT_PRESENT,Rule,61.3,False Positive,118.01,2026-05-05 07:52:50,Merchant anomaly
FE0000576,TXN000031042,IMPOSSIBLE_TRAVEL,ML,74.3,Confirmed Fraud,1416.76,2026-02-14 00:27:22,Amount deviation
FE0000577,TXN000031049,IMPOSSIBLE_TRAVEL,Rule,83.8,Under Review,860.15,2026-07-29 19:48:40,Amount deviation
FE0000578,TXN000031226,VELOCITY_ABUSE,Hybrid,68.0,Under Review,1227.52,2026-04-12 10:49:54,High velocity
FE0000579,TXN000031227,CARD_NOT_PRESENT,Hybrid,87.3,False Positive,667695.57,2026-05-04 13:39:16,Amount deviation
FE0000580,TXN000031447,MERCHANT_COLLUSION,Hybrid,74.0,Under Review,18672.62,2026-04-27 07:14:00,Mule network
FE0000581,TXN000031460,MERCHANT_COLLUSION,Rule,68.0,Under Review,57112.33,2026-02-18 00:18:20,Geographic anomaly
FE0000582,TXN000031512,VELOCITY_ABUSE,Hybrid,73.7,False Positive,1323.47,2026-07-14 23:47:22,Device anomaly
FE0000583,TXN000031518,MULE_TRANSFER,ML,74.0,Confirmed Fraud,386413.0,2026-06-16 04:01:12,Merchant anomaly
FE0000584,TXN000031594,CARD_TESTING,Hybrid,48.2,Confirmed Fraud,51.25,2026-07-27 16:39:52,Geographic anomaly
FE0000585,TXN000031623,IMPOSSIBLE_TRAVEL,Hybrid,48.9,Confirmed Fraud,527.07,2026-03-31 14:55:14,Merchant anomaly
FE0000586,TXN000031638,CARD_TESTING,ML,48.4,Under Review,96.9,2026-04-18 23:54:44,Amount deviation
FE0000587,TXN000031711,MERCHANT_COLLUSION,Rule,54.0,False Positive,42138.66,2026-05-27 12:04:44,Amount deviation
FE0000588,TXN000031776,ATM_CASHOUT,Rule,54.0,Confirmed Fraud,105984.14,2026-03-20 16:01:50,High velocity
FE0000589,TXN000031794,MULE_TRANSFER,Hybrid,48.0,False Positive,162144.94,2026-06-16 18:59:43,Device anomaly
FE0000590,TXN000031932,ATM_CASHOUT,ML,54.0,Under Review,108439.86,2026-05-02 08:00:20,High velocity
FE0000591,TXN000031963,ACCOUNT_TAKEOVER,Hybrid,91.6,False Positive,396024.94,2026-05-14 18:59:13,Merchant anomaly
FE0000592,TXN000031999,ACCOUNT_TAKEOVER,ML,88.7,Confirmed Fraud,193627.0,2026-07-06 23:35:04,Geographic anomaly
FE0000593,TXN000032003,MERCHANT_COLLUSION,Rule,88.0,Confirmed Fraud,127389.3,2026-03-11 04:35:46,Device anomaly
FE0000594,TXN000032039,CARD_NOT_PRESENT,Hybrid,70.2,False Positive,525.6,2026-03-26 14:11:38,Mule network
FE0000595,TXN000032095,CARD_NOT_PRESENT,Hybrid,91.6,Confirmed Fraud,2647.74,2026-06-04 22:25:41,Amount deviation
FE0000596,TXN000032098,ATM_CASHOUT,ML,48.0,Under Review,198285.62,2026-05-30 10:47:31,Merchant anomaly
FE0000597,TXN000032119,IMPOSSIBLE_TRAVEL,ML,53.6,Confirmed Fraud,265.94,2026-05-03 19:48:47,Mule network
FE0000598,TXN000032127,MULE_TRANSFER,Rule,68.0,Under Review,48916.54,2026-05-13 04:54:29,Mule network
FE0000599,TXN000032184,CARD_NOT_PRESENT,Rule,78.7,Confirmed Fraud,918.17,2026-02-28 20:44:41,Geographic anomaly
FE0000600,TXN000032217,MULE_TRANSFER,ML,72.0,Confirmed Fraud,205988.12,2026-05-18 07:43:27,Merchant anomaly
FE0000601,TXN000032391,VELOCITY_ABUSE,Rule,66.3,Confirmed Fraud,296.61,2026-02-18 22:25:07,Amount deviation
FE0000602,TXN000032531,ATM_CASHOUT,ML,48.0,Confirmed Fraud,251021.04,2026-06-25 07:21:17,Merchant anomaly
FE0000603,TXN000032582,VELOCITY_ABUSE,Hybrid,73.2,Under Review,340.75,2026-06-18 09:08:21,High velocity
FE0000604,TXN000032725,ATM_CASHOUT,Rule,48.0,Confirmed Fraud,144298.39,2026-07-20 07:29:41,High velocity
FE0000605,TXN000032764,MERCHANT_COLLUSION,Rule,74.0,Confirmed Fraud,116861.19,2026-03-29 15:16:00,Amount deviation
FE0000606,TXN000032822,MERCHANT_COLLUSION,Hybrid,50.0,Under Review,150762.66,2026-05-11 11:24:12,High velocity
FE0000607,TXN000032848,IMPOSSIBLE_TRAVEL,Hybrid,73.1,False Positive,881.63,2026-02-06 01:44:35,Geographic anomaly
FE0000608,TXN000032907,CARD_NOT_PRESENT,Rule,84.8,Under Review,1376.81,2026-03-02 11:25:56,Mule network
FE0000609,TXN000032915,CARD_NOT_PRESENT,Rule,81.5,Confirmed Fraud,568.75,2026-02-25 18:21:57,Geographic anomaly
FE0000610,TXN000032933,IMPOSSIBLE_TRAVEL,ML,70.7,Under Review,1610.67,2026-05-21 02:43:17,Amount deviation
FE0000611,TXN000033121,VELOCITY_ABUSE,Hybrid,66.5,Under Review,591.07,2026-07-17 07:23:04,Geographic anomaly
FE0000612,TXN000033152,ACCOUNT_TAKEOVER,Hybrid,97.0,Confirmed Fraud,268010.18,2026-04-19 21:34:12,Device anomaly
FE0000613,TXN000033253,IMPOSSIBLE_TRAVEL,ML,81,False Positive,802.41,2026-02-14 14:15:16,High velocity
FE0000614,TXN000033332,ACCOUNT_TAKEOVER,Hybrid,93.8,Confirmed Fraud,272082.31,2026-04-05 12:16:34,Geographic anomaly
FE0000615,TXN000033369,CARD_TESTING,Rule,62.5,False Positive,69.73,2026-05-03 15:24:48,Geographic anomaly
FE0000616,TXN000033418,ACCOUNT_TAKEOVER,ML,82.1,Confirmed Fraud,63899.59,2026-07-26 12:13:43,Mule network
FE0000617,TXN000033425,CARD_NOT_PRESENT,ML,65.7,Confirmed Fraud,1302.55,2026-02-16 20:51:20,Geographic anomaly
FE0000618,TXN000033436,MULE_TRANSFER,ML,76.0,Under Review,241522.81,2026-02-17 13:08:19,Merchant anomaly
FE0000619,TXN000033456,IMPOSSIBLE_TRAVEL,Rule,93.2,Confirmed Fraud,1052.77,2026-03-04 02:48:26,Mule network
FE0000620,TXN000033470,ATM_CASHOUT,ML,70.0,False Positive,199665.97,2026-04-20 00:38:37,Merchant anomaly
FE0000621,TXN000033588,CARD_TESTING,ML,40.5,False Positive,123.42,2026-06-07 15:27:24,Merchant anomaly
FE0000622,TXN000033632,CARD_TESTING,ML,68.0,Under Review,16.75,2026-06-28 06:20:26,Device anomaly
FE0000623,TXN000033656,MULE_TRANSFER,Rule,54.0,Confirmed Fraud,30637.75,2026-06-05 20:04:23,Mule network
FE0000624,TXN000033729,MERCHANT_COLLUSION,ML,56.0,False Positive,61532.11,2026-04-01 18:25:35,Mule network
FE0000625,TXN000034050,VELOCITY_ABUSE,Rule,49.1,Confirmed Fraud,403.42,2026-05-30 15:08:25,High velocity
FE0000626,TXN000034352,MULE_TRANSFER,Hybrid,76.0,Confirmed Fraud,264666.96,2026-06-01 18:16:50,Device anomaly
