alert_id,transaction_id,customer_id,alert_ts,fraud_risk_score,priority,fraud_type,decision,alert_status,queue,age_minutes
ALT00000830,TXN000011612,CUST001364,2026-05-01 03:16:43,68.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - B,142
ALT00000831,TXN000044680,CUST001686,2026-05-01 03:29:00,89.4,High,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - A,28
ALT00000832,TXN000009098,CUST000600,2026-05-01 03:37:53,66.1,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,181
ALT00000833,TXN000004250,CUST001383,2026-05-01 18:10:52,52.0,Medium,MULE_TRANSFER,APPROVE,Closed,Fraud Ops - B,54
ALT00000834,TXN000007878,CUST000146,2026-05-01 21:36:34,52.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - C,171
ALT00000835,TXN000045303,CUST001712,2026-05-02 00:04:49,75.9,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,109
ALT00000836,TXN000043778,CUST001810,2026-05-02 00:17:18,70.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - B,133
ALT00000837,TXN000036018,CUST001449,2026-05-02 00:49:44,77.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,93
ALT00000838,TXN000022114,CUST000349,2026-05-02 02:33:07,71.2,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,115
ALT00000839,TXN000041026,CUST000591,2026-05-02 02:41:24,65.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,98
ALT00000840,TXN000011169,CUST000747,2026-05-02 03:17:03,67.7,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,11
ALT00000841,TXN000003550,CUST001588,2026-05-02 05:25:08,81.4,High,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - B,215
ALT00000842,TXN000031932,CUST001550,2026-05-02 08:00:20,54.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - A,93
ALT00000843,TXN000004207,CUST001011,2026-05-02 17:14:40,71.3,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Closed,Fraud Ops - A,63
ALT00000844,TXN000027171,CUST001454,2026-05-02 23:35:56,50.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - C,109
ALT00000845,TXN000020085,CUST001290,2026-05-03 00:09:07,72.0,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,174
ALT00000846,TXN000001014,CUST001462,2026-05-03 00:13:38,60.0,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - B,11
ALT00000847,TXN000039051,CUST001977,2026-05-03 00:23:01,68.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,88
ALT00000848,TXN000028157,CUST001102,2026-05-03 01:25:35,72.6,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,165
ALT00000849,TXN000036991,CUST001650,2026-05-03 01:37:48,73.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,208
ALT00000850,TXN000025315,CUST000417,2026-05-03 04:17:02,74.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - A,133
ALT00000851,TXN000021219,CUST001271,2026-05-03 04:39:44,76.1,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Investigating,Fraud Ops - C,95
ALT00000852,TXN000043853,CUST001746,2026-05-03 07:36:13,89.5,High,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - A,166
ALT00000853,TXN000038753,CUST001908,2026-05-03 08:36:20,93,Critical,IMPOSSIBLE_TRAVEL,DECLINE,Open,Fraud Ops - C,70
ALT00000854,TXN000000726,CUST000818,2026-05-03 11:14:02,52.0,Medium,MERCHANT_COLLUSION,APPROVE,Closed,Fraud Ops - B,5
ALT00000855,TXN000033369,CUST000578,2026-05-03 15:24:48,62.5,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - C,43
ALT00000856,TXN000008831,CUST001796,2026-05-03 15:36:16,70.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - B,157
ALT00000857,TXN000041608,CUST001008,2026-05-03 17:30:03,50.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - B,130
ALT00000858,TXN000041843,CUST001265,2026-05-03 18:24:37,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - A,40
ALT00000859,TXN000032119,CUST000552,2026-05-03 19:48:47,53.6,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Investigating,Fraud Ops - B,25
ALT00000860,TXN000023861,CUST000394,2026-05-03 22:04:11,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - A,70
ALT00000861,TXN000008017,CUST000015,2026-05-04 02:30:02,67.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,87
ALT00000862,TXN000005163,CUST000513,2026-05-04 03:30:37,78.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,159
ALT00000863,TXN000048533,CUST001348,2026-05-04 03:44:12,84.2,High,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - A,68
ALT00000864,TXN000000799,CUST000330,2026-05-04 04:27:02,74.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,89
ALT00000865,TXN000031227,CUST001687,2026-05-04 13:39:16,87.3,High,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - C,171
ALT00000866,TXN000032019,CUST001892,2026-05-05 00:28:58,76.8,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,71
ALT00000867,TXN000015802,CUST000227,2026-05-05 00:31:22,70.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,205
ALT00000868,TXN000020482,CUST001194,2026-05-05 00:40:57,71.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,87
ALT00000869,TXN000006672,CUST000328,2026-05-05 03:28:00,70.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,180
ALT00000870,TXN000015450,CUST000109,2026-05-05 03:47:36,71.0,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,195
ALT00000871,TXN000024779,CUST000144,2026-05-05 03:47:44,65.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,128
ALT00000872,TXN000017573,CUST001276,2026-05-05 04:50:31,73.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,39
ALT00000873,TXN000032225,CUST000999,2026-05-05 04:52:00,66.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,181
ALT00000874,TXN000031025,CUST001414,2026-05-05 07:52:50,61.3,Medium,CARD_NOT_PRESENT,APPROVE,Open,Fraud Ops - C,234
ALT00000875,TXN000012766,CUST000664,2026-05-05 14:30:10,76.9,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - B,176
ALT00000876,TXN000029702,CUST001209,2026-05-05 20:35:33,83.1,High,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - C,227
ALT00000877,TXN000018581,CUST000935,2026-05-06 00:11:49,71.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,232
ALT00000878,TXN000028803,CUST000225,2026-05-06 01:31:29,69.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,91
ALT00000879,TXN000023705,CUST000840,2026-05-06 01:32:22,72.0,Medium,VELOCITY_ABUSE,CHALLENGE,Investigating,Fraud Ops - A,234
ALT00000880,TXN000012879,CUST000568,2026-05-06 02:14:08,65.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,170
ALT00000881,TXN000027308,CUST001250,2026-05-06 02:24:31,74.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,164
ALT00000882,TXN000020704,CUST000299,2026-05-06 02:38:38,69.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,46
ALT00000883,TXN000041775,CUST000386,2026-05-06 12:57:12,56.0,Medium,MULE_TRANSFER,APPROVE,Investigating,Fraud Ops - B,175
ALT00000884,TXN000021232,CUST001761,2026-05-06 21:48:56,60.0,Medium,CARD_NOT_PRESENT,APPROVE,Open,Fraud Ops - B,121
ALT00000885,TXN000024048,CUST000024,2026-05-07 01:55:11,69.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,149
ALT00000886,TXN000028857,CUST001801,2026-05-07 02:08:44,67.8,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,73
ALT00000887,TXN000027178,CUST000688,2026-05-07 02:55:19,68.7,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,79
ALT00000888,TXN000029487,CUST001299,2026-05-07 03:51:17,70.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - B,69
ALT00000889,TXN000017534,CUST001786,2026-05-07 04:19:16,76.4,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,229
ALT00000890,TXN000035466,CUST001662,2026-05-07 04:45:59,65.3,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,164
ALT00000891,TXN000039269,CUST001090,2026-05-07 11:55:22,40.1,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - C,120
ALT00000892,TXN000005008,CUST001122,2026-05-07 13:34:15,52.0,Medium,MULE_TRANSFER,APPROVE,Open,Fraud Ops - A,36
ALT00000893,TXN000034697,CUST000366,2026-05-07 19:02:32,48.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - B,22
ALT00000894,TXN000019929,CUST001229,2026-05-08 00:34:01,70.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,110
ALT00000895,TXN000045414,CUST000105,2026-05-08 00:37:46,69.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,156
ALT00000896,TXN000015291,CUST000381,2026-05-08 03:20:02,67.3,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,29
ALT00000897,TXN000025591,CUST001801,2026-05-08 03:27:12,70.4,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,41
ALT00000898,TXN000037240,CUST001305,2026-05-08 03:46:02,66.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,20
ALT00000899,TXN000020140,CUST000754,2026-05-08 04:37:02,66.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Open,Fraud Ops - B,113
ALT00000900,TXN000029849,CUST001338,2026-05-08 07:40:06,54.0,Medium,MULE_TRANSFER,APPROVE,Open,Fraud Ops - C,122
ALT00000901,TXN000009458,CUST000259,2026-05-08 09:06:49,48.0,Medium,MULE_TRANSFER,APPROVE,Open,Fraud Ops - A,230
ALT00000902,TXN000009029,CUST001111,2026-05-08 11:36:04,64.5,Medium,VELOCITY_ABUSE,APPROVE,Open,Fraud Ops - B,36
ALT00000903,TXN000035789,CUST001264,2026-05-08 19:44:57,95,Critical,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - C,13
ALT00000904,TXN000039029,CUST000828,2026-05-08 22:21:04,53.2,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Closed,Fraud Ops - B,109
ALT00000905,TXN000034563,CUST001326,2026-05-08 22:48:40,81.3,High,ACCOUNT_TAKEOVER,CHALLENGE,Open,Fraud Ops - C,24
ALT00000906,TXN000045099,CUST001638,2026-05-09 00:15:16,72.9,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,9
ALT00000907,TXN000030798,CUST001998,2026-05-09 04:23:25,69.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,29
ALT00000908,TXN000005867,CUST001423,2026-05-09 04:35:59,76.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,214
ALT00000909,TXN000012824,CUST000729,2026-05-09 10:11:36,73.8,Medium,CARD_NOT_PRESENT,CHALLENGE,Investigating,Fraud Ops - C,129
ALT00000910,TXN000021477,CUST000396,2026-05-09 17:34:51,52.0,Medium,ATM_CASHOUT,APPROVE,Open,Fraud Ops - B,168
ALT00000911,TXN000018621,CUST000673,2026-05-09 22:45:06,56.0,Medium,MERCHANT_COLLUSION,APPROVE,Closed,Fraud Ops - A,85
ALT00000912,TXN000009520,CUST001578,2026-05-10 02:57:42,66.0,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,186
ALT00000913,TXN000035767,CUST001638,2026-05-10 03:15:03,66.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,151
ALT00000914,TXN000032198,CUST001191,2026-05-10 03:40:32,71.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,34
ALT00000915,TXN000011446,CUST001290,2026-05-10 04:14:23,74.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,96
ALT00000916,TXN000036590,CUST001430,2026-05-10 04:23:51,66.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,21
ALT00000917,TXN000020345,CUST000717,2026-05-10 05:16:48,52.0,Medium,ATM_CASHOUT,APPROVE,Open,Fraud Ops - A,21
ALT00000918,TXN000020320,CUST000048,2026-05-10 21:36:38,56.5,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - A,25
ALT00000919,TXN000025721,CUST000354,2026-05-11 02:29:31,76.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,55
ALT00000920,TXN000012906,CUST001010,2026-05-11 06:06:16,56.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - C,238
ALT00000921,TXN000022233,CUST000188,2026-05-11 06:48:38,48.1,Medium,CARD_TESTING,APPROVE,Investigating,Fraud Ops - C,230
ALT00000922,TXN000007614,CUST001777,2026-05-11 11:11:18,62.0,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Closed,Fraud Ops - C,192
ALT00000923,TXN000032822,CUST001541,2026-05-11 11:24:12,50.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - C,40
ALT00000924,TXN000036876,CUST001036,2026-05-11 20:14:57,72.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - A,74
ALT00000925,TXN000027066,CUST001979,2026-05-11 22:34:36,64.5,Medium,CARD_NOT_PRESENT,APPROVE,Open,Fraud Ops - A,13
ALT00000926,TXN000018119,CUST000604,2026-05-12 00:52:20,69.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,165
ALT00000927,TXN000010238,CUST001395,2026-05-12 02:18:50,78.0,Medium,VELOCITY_ABUSE,CHALLENGE,Open,Fraud Ops - B,110
ALT00000928,TXN000036364,CUST001690,2026-05-12 03:01:18,68.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,18
ALT00000929,TXN000047379,CUST000949,2026-05-12 03:23:19,68.3,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,165
ALT00000930,TXN000043405,CUST000297,2026-05-12 08:31:09,48.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - A,199
ALT00000931,TXN000022793,CUST000208,2026-05-12 10:26:55,48.1,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - B,85
ALT00000932,TXN000038896,CUST001528,2026-05-12 19:37:51,95.6,Critical,CARD_NOT_PRESENT,DECLINE,Closed,Fraud Ops - B,159
ALT00000933,TXN000018759,CUST000937,2026-05-12 22:43:09,71.9,Medium,CARD_NOT_PRESENT,CHALLENGE,Closed,Fraud Ops - C,178
ALT00000934,TXN000001829,CUST001792,2026-05-12 23:03:16,93.3,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - A,228
ALT00000935,TXN000001233,CUST000499,2026-05-13 00:55:01,63.5,Medium,VELOCITY_ABUSE,APPROVE,Investigating,Fraud Ops - B,9
ALT00000936,TXN000008391,CUST001807,2026-05-13 03:45:51,71.1,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,231
ALT00000937,TXN000020555,CUST000163,2026-05-13 03:59:48,65.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,7
ALT00000938,TXN000003937,CUST000130,2026-05-13 04:11:44,73.8,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,194
ALT00000939,TXN000023787,CUST001128,2026-05-13 04:23:16,65.6,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,7
ALT00000940,TXN000032127,CUST001688,2026-05-13 04:54:29,68.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - B,142
ALT00000941,TXN000043917,CUST000341,2026-05-13 11:46:14,97,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - C,218
ALT00000942,TXN000004372,CUST000646,2026-05-13 23:46:12,50.0,Medium,MULE_TRANSFER,APPROVE,Closed,Fraud Ops - A,106
ALT00000943,TXN000041759,CUST001276,2026-05-14 00:00:10,68.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Open,Fraud Ops - B,183
ALT00000944,TXN000041064,CUST000090,2026-05-14 00:42:59,75.4,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,59
ALT00000945,TXN000010466,CUST001956,2026-05-14 00:56:38,65.2,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,64
ALT00000946,TXN000009763,CUST000005,2026-05-14 01:04:38,71.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,146
ALT00000947,TXN000019999,CUST001908,2026-05-14 01:08:30,66.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,84
ALT00000948,TXN000044768,CUST001283,2026-05-14 01:20:28,71.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,157
ALT00000949,TXN000013134,CUST000734,2026-05-14 02:07:13,69.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,94
ALT00000950,TXN000024203,CUST000706,2026-05-14 03:02:55,97.9,Critical,ACCOUNT_TAKEOVER,DECLINE,Investigating,Fraud Ops - A,14
ALT00000951,TXN000045161,CUST001684,2026-05-14 03:55:39,69.9,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,41
ALT00000952,TXN000044970,CUST001957,2026-05-14 04:25:09,75.3,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,184
ALT00000953,TXN000040340,CUST000330,2026-05-14 14:51:57,72.0,Medium,ATM_CASHOUT,CHALLENGE,Open,Fraud Ops - B,192
ALT00000954,TXN000031963,CUST001026,2026-05-14 18:59:13,91.6,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - A,60
ALT00000955,TXN000022031,CUST000371,2026-05-15 00:47:52,70.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - B,240
ALT00000956,TXN000005853,CUST001059,2026-05-15 01:01:31,68.7,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - C,46
ALT00000957,TXN000016639,CUST000141,2026-05-15 01:35:07,71.2,Medium,NONE,CHALLENGE,Closed,Fraud Ops - A,136
ALT00000958,TXN000009289,CUST000347,2026-05-15 02:12:40,73.0,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,226
ALT00000959,TXN000017945,CUST000057,2026-05-15 03:35:55,72.0,Medium,ATM_CASHOUT,CHALLENGE,Investigating,Fraud Ops - B,87
ALT00000960,TXN000010659,CUST001301,2026-05-15 08:23:41,57.6,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - C,110
ALT00000961,TXN000007017,CUST001803,2026-05-15 11:27:18,69.8,Medium,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - C,59
ALT00000962,TXN000005081,CUST001525,2026-05-16 00:01:50,78.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,144
ALT00000963,TXN000032840,CUST001610,2026-05-16 01:00:42,78.7,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,34
ALT00000964,TXN000018667,CUST000610,2026-05-16 01:40:53,67.1,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,207
ALT00000965,TXN000024329,CUST000707,2026-05-16 04:04:33,68.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - C,7
ALT00000966,TXN000038306,CUST001935,2026-05-16 04:43:03,99,Critical,CARD_NOT_PRESENT,DECLINE,Closed,Fraud Ops - B,156
ALT00000967,TXN000000825,CUST001730,2026-05-16 06:17:28,94.6,Critical,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - B,213
ALT00000968,TXN000001652,CUST000210,2026-05-16 08:31:06,71.8,Medium,VELOCITY_ABUSE,CHALLENGE,Closed,Fraud Ops - B,214
ALT00000969,TXN000019973,CUST001734,2026-05-16 12:45:16,70.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - B,84
ALT00000970,TXN000046704,CUST000755,2026-05-16 21:09:46,56.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - C,212
ALT00000971,TXN000049236,CUST001727,2026-05-17 03:02:09,68.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,133
ALT00000972,TXN000015820,CUST001120,2026-05-17 04:36:28,66.7,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,234
ALT00000973,TXN000016523,CUST000094,2026-05-17 06:06:28,54.5,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Closed,Fraud Ops - A,202
ALT00000974,TXN000040564,CUST000698,2026-05-17 15:49:17,54.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - A,97
ALT00000975,TXN000000834,CUST001033,2026-05-17 21:10:57,48.0,Medium,MERCHANT_COLLUSION,APPROVE,Open,Fraud Ops - B,58
ALT00000976,TXN000027970,CUST001405,2026-05-18 00:08:41,70.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,145
ALT00000977,TXN000014719,CUST001463,2026-05-18 02:16:19,69.8,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,123
ALT00000978,TXN000027117,CUST001012,2026-05-18 02:58:26,66.0,Medium,MULE_TRANSFER,CHALLENGE,Closed,Fraud Ops - C,234
ALT00000979,TXN000043086,CUST000420,2026-05-18 03:53:05,67.5,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,144
ALT00000980,TXN000008726,CUST000783,2026-05-18 07:30:52,48.0,Medium,MULE_TRANSFER,APPROVE,Investigating,Fraud Ops - A,220
ALT00000981,TXN000032217,CUST000275,2026-05-18 07:43:27,72.0,Medium,MULE_TRANSFER,CHALLENGE,Open,Fraud Ops - A,191
ALT00000982,TXN000017037,CUST000875,2026-05-18 10:25:44,46.4,Medium,CARD_TESTING,APPROVE,Open,Fraud Ops - B,10
ALT00000983,TXN000012013,CUST000390,2026-05-18 10:34:48,80.5,High,CARD_NOT_PRESENT,CHALLENGE,Open,Fraud Ops - C,52
ALT00000984,TXN000005502,CUST000669,2026-05-18 16:16:52,62.3,Medium,CARD_NOT_PRESENT,APPROVE,Investigating,Fraud Ops - A,55
ALT00000985,TXN000028602,CUST000096,2026-05-18 18:31:04,67.0,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - C,203
ALT00000986,TXN000006349,CUST000458,2026-05-18 20:10:25,89.3,High,ACCOUNT_TAKEOVER,DECLINE,Open,Fraud Ops - B,105
ALT00000987,TXN000034879,CUST000157,2026-05-18 21:59:58,62.4,Medium,CARD_NOT_PRESENT,APPROVE,Open,Fraud Ops - C,86
ALT00000988,TXN000007525,CUST000983,2026-05-18 23:05:02,48.0,Medium,ATM_CASHOUT,APPROVE,Investigating,Fraud Ops - A,224
ALT00000989,TXN000025455,CUST001941,2026-05-19 03:24:58,66.8,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,75
ALT00000990,TXN000011433,CUST000792,2026-05-19 03:44:44,70.9,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,48
ALT00000991,TXN000025573,CUST000986,2026-05-19 03:58:12,66.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Closed,Fraud Ops - B,166
ALT00000992,TXN000038482,CUST000715,2026-05-19 17:43:58,56.0,Medium,ATM_CASHOUT,APPROVE,Closed,Fraud Ops - C,6
ALT00000993,TXN000002724,CUST000069,2026-05-19 21:50:37,97,Critical,IMPOSSIBLE_TRAVEL,DECLINE,Closed,Fraud Ops - C,19
ALT00000994,TXN000009117,CUST000637,2026-05-19 23:19:18,50.0,Medium,MULE_TRANSFER,APPROVE,Closed,Fraud Ops - C,138
ALT00000995,TXN000024245,CUST000166,2026-05-20 00:42:51,68.0,Medium,MERCHANT_COLLUSION,CHALLENGE,Investigating,Fraud Ops - B,93
ALT00000996,TXN000047781,CUST001120,2026-05-20 00:58:15,74.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - B,10
ALT00000997,TXN000015633,CUST000283,2026-05-20 14:26:05,72.7,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - A,77
ALT00000998,TXN000012423,CUST001101,2026-05-21 00:43:50,69.2,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,159
ALT00000999,TXN000028937,CUST000075,2026-05-21 01:18:18,76.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,189
ALT00001000,TXN000049837,CUST001046,2026-05-21 01:30:53,66.2,Medium,CARD_TESTING,CHALLENGE,Open,Fraud Ops - C,95
ALT00001001,TXN000032933,CUST000535,2026-05-21 02:43:17,70.7,Medium,IMPOSSIBLE_TRAVEL,CHALLENGE,Open,Fraud Ops - B,94
ALT00001002,TXN000029524,CUST000610,2026-05-21 18:23:37,97,Critical,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - C,134
ALT00001003,TXN000010936,CUST000477,2026-05-21 22:45:34,95.8,Critical,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - C,138
ALT00001004,TXN000049627,CUST001907,2026-05-22 00:09:14,67.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,213
ALT00001005,TXN000042110,CUST001679,2026-05-22 01:32:20,68.3,Medium,NONE,CHALLENGE,Closed,Fraud Ops - B,163
ALT00001006,TXN000026801,CUST001727,2026-05-22 02:46:47,65.5,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,96
ALT00001007,TXN000012287,CUST001786,2026-05-22 04:57:19,95.9,Critical,CARD_NOT_PRESENT,DECLINE,Investigating,Fraud Ops - B,85
ALT00001008,TXN000017790,CUST001097,2026-05-22 10:01:57,48.0,Medium,MERCHANT_COLLUSION,APPROVE,Investigating,Fraud Ops - C,197
ALT00001009,TXN000016534,CUST001380,2026-05-22 17:35:38,87.5,High,CARD_NOT_PRESENT,DECLINE,Open,Fraud Ops - C,35
ALT00001010,TXN000026873,CUST000273,2026-05-22 20:53:03,81.1,High,IMPOSSIBLE_TRAVEL,CHALLENGE,Investigating,Fraud Ops - B,80
ALT00001011,TXN000010641,CUST000145,2026-05-23 00:34:49,70.6,Medium,NONE,CHALLENGE,Open,Fraud Ops - A,147
ALT00001012,TXN000031947,CUST001483,2026-05-23 02:04:33,66.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,143
ALT00001013,TXN000049177,CUST001901,2026-05-23 02:35:32,66.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,132
ALT00001014,TXN000017651,CUST000031,2026-05-23 03:04:01,72.1,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,167
ALT00001015,TXN000045716,CUST001654,2026-05-23 03:12:41,69.2,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - B,63
ALT00001016,TXN000029997,CUST001944,2026-05-23 03:41:59,70.0,Medium,NONE,CHALLENGE,Open,Fraud Ops - C,55
ALT00001017,TXN000012566,CUST001606,2026-05-23 03:44:52,68.2,Medium,NONE,CHALLENGE,Investigating,Fraud Ops - A,153
ALT00001018,TXN000029664,CUST001625,2026-05-23 17:40:57,91.5,Critical,ACCOUNT_TAKEOVER,DECLINE,Closed,Fraud Ops - C,127
ALT00001019,TXN000016969,CUST001251,2026-05-23 23:06:21,47.6,Medium,IMPOSSIBLE_TRAVEL,APPROVE,Open,Fraud Ops - B,72
