device_id,customer_id,device_type,last_ip_address,device_trust_status,first_seen_date
DEV00101601,CUST001016,Windows,10.16.0.150,Known,2025-10-09
DEV00101602,CUST001016,ATM,10.16.1.10,Trusted,2025-10-15
DEV00101701,CUST001017,ATM,10.17.0.143,New,2024-08-23
DEV00101702,CUST001017,ATM,10.17.1.33,Trusted,2024-10-14
DEV00101801,CUST001018,Android,10.18.0.126,Known,2024-05-07
DEV00101802,CUST001018,POS,10.18.1.34,Trusted,2024-11-10
DEV00101803,CUST001018,Windows,10.18.2.12,Trusted,2024-12-14
DEV00101901,CUST001019,POS,10.19.0.69,New,2025-04-30
DEV00101902,CUST001019,ATM,10.19.1.242,Trusted,2024-09-02
DEV00102001,CUST001020,Windows,10.20.0.232,Known,2026-01-30
DEV00102101,CUST001021,POS,10.21.0.24,Trusted,2025-05-18
DEV00102102,CUST001021,Android,10.21.1.104,Trusted,2026-01-08
DEV00102103,CUST001021,POS,10.21.2.245,Trusted,2025-01-03
DEV00102201,CUST001022,POS,10.22.0.204,Known,2025-03-30
DEV00102301,CUST001023,Android,10.23.0.228,Trusted,2024-01-22
DEV00102302,CUST001023,iOS,10.23.1.244,New,2025-11-08
DEV00102401,CUST001024,Windows,10.24.0.207,Trusted,2025-11-22
DEV00102501,CUST001025,iOS,10.25.0.184,Trusted,2025-10-26
DEV00102502,CUST001025,Android,10.25.1.141,Trusted,2025-05-03
DEV00102601,CUST001026,iOS,10.26.0.9,Known,2024-09-06
DEV00102602,CUST001026,Android,10.26.1.128,Known,2024-02-26
DEV00102701,CUST001027,Windows,10.27.0.28,Trusted,2024-02-28
DEV00102702,CUST001027,ATM,10.27.1.241,Trusted,2024-04-28
DEV00102703,CUST001027,iOS,10.27.2.202,Known,2025-02-11
DEV00102801,CUST001028,iOS,10.28.0.144,Trusted,2024-08-15
DEV00102901,CUST001029,Android,10.29.0.128,New,2024-11-12
DEV00102902,CUST001029,Windows,10.29.1.58,Known,2025-03-18
DEV00103001,CUST001030,Windows,10.30.0.61,Trusted,2025-01-22
DEV00103101,CUST001031,iOS,10.31.0.241,Known,2023-12-18
DEV00103201,CUST001032,iOS,10.32.0.71,Trusted,2024-05-05
DEV00103301,CUST001033,Windows,10.33.0.4,Trusted,2024-12-05
DEV00103401,CUST001034,Android,10.34.0.39,Trusted,2025-02-21
DEV00103501,CUST001035,POS,10.35.0.127,Trusted,2024-07-21
DEV00103601,CUST001036,Windows,10.36.0.151,New,2024-07-31
DEV00103602,CUST001036,Android,10.36.1.104,New,2025-05-11
DEV00103603,CUST001036,Android,10.36.2.89,Trusted,2025-10-20
DEV00103701,CUST001037,iOS,10.37.0.26,New,2025-12-08
DEV00103702,CUST001037,Android,10.37.1.52,Trusted,2025-11-29
DEV00103801,CUST001038,POS,10.38.0.107,Trusted,2023-11-24
DEV00103802,CUST001038,Android,10.38.1.227,New,2025-08-25
DEV00103901,CUST001039,Android,10.39.0.53,New,2025-02-17
DEV00104001,CUST001040,POS,10.40.0.195,Trusted,2024-01-30
DEV00104002,CUST001040,iOS,10.40.1.120,Trusted,2024-12-02
DEV00104101,CUST001041,Android,10.41.0.138,Trusted,2024-09-22
DEV00104102,CUST001041,Windows,10.41.1.215,Trusted,2025-12-21
DEV00104201,CUST001042,Android,10.42.0.4,Trusted,2024-04-05
DEV00104202,CUST001042,Windows,10.42.1.172,Known,2025-07-17
DEV00104203,CUST001042,iOS,10.42.2.55,New,2025-07-25
DEV00104301,CUST001043,ATM,10.43.0.206,New,2024-03-04
DEV00104401,CUST001044,iOS,10.44.0.51,Known,2025-12-15
DEV00104501,CUST001045,Android,10.45.0.3,Known,2025-10-14
DEV00104601,CUST001046,ATM,10.46.0.183,Trusted,2025-06-09
DEV00104602,CUST001046,POS,10.46.1.221,Known,2025-06-07
DEV00104701,CUST001047,ATM,10.47.0.220,Trusted,2025-03-10
DEV00104702,CUST001047,ATM,10.47.1.64,Known,2025-03-09
DEV00104703,CUST001047,Android,10.47.2.36,Trusted,2024-10-29
DEV00104801,CUST001048,iOS,10.48.0.188,New,2026-01-12
DEV00104901,CUST001049,Android,10.49.0.118,Trusted,2025-11-30
DEV00105001,CUST001050,Windows,10.50.0.251,Trusted,2024-08-07
DEV00105002,CUST001050,Android,10.50.1.199,Trusted,2024-11-05
DEV00105101,CUST001051,ATM,10.51.0.48,Known,2025-12-16
DEV00105201,CUST001052,ATM,10.52.0.178,Trusted,2025-01-30
DEV00105202,CUST001052,POS,10.52.1.33,Trusted,2024-08-08
DEV00105301,CUST001053,Windows,10.53.0.200,Trusted,2025-05-11
DEV00105302,CUST001053,Android,10.53.1.89,Trusted,2024-02-28
DEV00105401,CUST001054,iOS,10.54.0.175,Known,2024-12-06
DEV00105402,CUST001054,ATM,10.54.1.15,New,2024-09-06
DEV00105501,CUST001055,iOS,10.55.0.221,New,2023-12-26
DEV00105502,CUST001055,iOS,10.55.1.117,Trusted,2025-07-31
DEV00105601,CUST001056,Android,10.56.0.200,Known,2025-08-23
DEV00105701,CUST001057,POS,10.57.0.220,Trusted,2025-07-24
DEV00105801,CUST001058,Android,10.58.0.223,Trusted,2024-10-27
DEV00105802,CUST001058,ATM,10.58.1.227,Trusted,2025-06-24
DEV00105803,CUST001058,Android,10.58.2.103,Trusted,2024-11-01
DEV00105901,CUST001059,Android,10.59.0.221,New,2025-08-21
DEV00106001,CUST001060,POS,10.60.0.84,Trusted,2024-02-16
DEV00106002,CUST001060,POS,10.60.1.57,Trusted,2025-09-23
DEV00106003,CUST001060,ATM,10.60.2.180,Trusted,2023-12-17
DEV00106101,CUST001061,ATM,10.61.0.116,New,2024-04-10
DEV00106102,CUST001061,Windows,10.61.1.211,Trusted,2024-10-24
DEV00106201,CUST001062,ATM,10.62.0.94,New,2026-01-09
DEV00106202,CUST001062,iOS,10.62.1.12,Trusted,2024-03-21
DEV00106301,CUST001063,POS,10.63.0.58,Trusted,2025-08-24
DEV00106401,CUST001064,POS,10.64.0.209,Known,2024-02-20
DEV00106402,CUST001064,iOS,10.64.1.160,Trusted,2023-12-20
DEV00106403,CUST001064,iOS,10.64.2.50,Trusted,2025-04-05
DEV00106501,CUST001065,Windows,10.65.0.24,Trusted,2024-06-17
DEV00106502,CUST001065,Android,10.65.1.114,Known,2023-12-24
DEV00106601,CUST001066,Windows,10.66.0.41,Trusted,2026-01-16
DEV00106602,CUST001066,ATM,10.66.1.47,Known,2024-04-15
DEV00106701,CUST001067,iOS,10.67.0.242,New,2025-04-26
DEV00106702,CUST001067,ATM,10.67.1.82,Trusted,2024-03-19
DEV00106801,CUST001068,POS,10.68.0.41,Known,2025-03-15
DEV00106802,CUST001068,iOS,10.68.1.70,Trusted,2025-07-20
DEV00106803,CUST001068,iOS,10.68.2.181,Trusted,2025-11-28
DEV00106901,CUST001069,POS,10.69.0.119,Trusted,2025-05-09
DEV00106902,CUST001069,ATM,10.69.1.155,Trusted,2025-01-13
DEV00107001,CUST001070,Windows,10.70.0.198,New,2024-09-14
DEV00107101,CUST001071,POS,10.71.0.242,Trusted,2025-08-15
DEV00107102,CUST001071,Windows,10.71.1.120,Known,2024-11-14
DEV00107201,CUST001072,ATM,10.72.0.202,Trusted,2026-01-13
DEV00107301,CUST001073,iOS,10.73.0.143,Trusted,2025-08-08
DEV00107302,CUST001073,iOS,10.73.1.223,Known,2026-01-23
DEV00107401,CUST001074,iOS,10.74.0.203,Trusted,2025-05-25
DEV00107501,CUST001075,ATM,10.75.0.1,Known,2025-02-15
DEV00107502,CUST001075,Android,10.75.1.247,Known,2024-11-17
DEV00107601,CUST001076,iOS,10.76.0.42,Known,2024-10-14
DEV00107701,CUST001077,ATM,10.77.0.250,New,2025-09-21
DEV00107801,CUST001078,iOS,10.78.0.173,Trusted,2025-07-05
DEV00107901,CUST001079,Windows,10.79.0.231,Known,2025-10-04
DEV00107902,CUST001079,iOS,10.79.1.118,Trusted,2024-10-13
DEV00108001,CUST001080,Windows,10.80.0.226,New,2025-11-21
DEV00108101,CUST001081,POS,10.81.0.57,New,2025-03-22
DEV00108102,CUST001081,Windows,10.81.1.198,Known,2025-11-13
DEV00108201,CUST001082,POS,10.82.0.95,Trusted,2025-01-09
DEV00108202,CUST001082,iOS,10.82.1.108,Trusted,2025-04-19
DEV00108301,CUST001083,Android,10.83.0.101,Known,2025-06-05
DEV00108401,CUST001084,Windows,10.84.0.57,New,2024-09-01
DEV00108501,CUST001085,ATM,10.85.0.142,Trusted,2025-01-20
DEV00108601,CUST001086,Windows,10.86.0.11,New,2024-04-06
DEV00108602,CUST001086,POS,10.86.1.99,Trusted,2025-04-09
DEV00108701,CUST001087,ATM,10.87.0.171,Trusted,2026-01-09
DEV00108702,CUST001087,ATM,10.87.1.121,Trusted,2024-07-19
DEV00108801,CUST001088,Windows,10.88.0.56,Known,2024-03-10
DEV00108802,CUST001088,POS,10.88.1.207,Trusted,2024-12-31
DEV00108901,CUST001089,Windows,10.89.0.218,Trusted,2024-03-16
DEV00108902,CUST001089,Windows,10.89.1.147,Trusted,2025-09-11
DEV00109001,CUST001090,iOS,10.90.0.215,Trusted,2023-12-13
DEV00109101,CUST001091,ATM,10.91.0.31,Trusted,2024-11-29
DEV00109201,CUST001092,Windows,10.92.0.41,Trusted,2025-07-04
DEV00109202,CUST001092,POS,10.92.1.138,Trusted,2025-11-03
DEV00109203,CUST001092,iOS,10.92.2.246,Known,2025-03-28
DEV00109301,CUST001093,Android,10.93.0.95,Known,2024-05-20
DEV00109401,CUST001094,ATM,10.94.0.121,Trusted,2025-01-01
DEV00109501,CUST001095,POS,10.95.0.236,Trusted,2024-04-02
DEV00109502,CUST001095,POS,10.95.1.24,Known,2026-01-30
DEV00109601,CUST001096,Android,10.96.0.133,Trusted,2024-10-23
DEV00109602,CUST001096,iOS,10.96.1.103,Trusted,2024-08-08
DEV00109603,CUST001096,iOS,10.96.2.154,New,2024-07-17
DEV00109701,CUST001097,Windows,10.97.0.23,Trusted,2024-11-28
DEV00109702,CUST001097,POS,10.97.1.1,New,2024-06-04
DEV00109801,CUST001098,Windows,10.98.0.69,Trusted,2025-03-04
DEV00109802,CUST001098,POS,10.98.1.98,Trusted,2024-04-14
DEV00109901,CUST001099,POS,10.99.0.24,Trusted,2025-06-17
DEV00110001,CUST001100,iOS,10.100.0.217,Known,2025-12-19
DEV00110002,CUST001100,Windows,10.100.1.91,Trusted,2024-02-16
DEV00110101,CUST001101,Windows,10.101.0.71,New,2024-12-07
DEV00110102,CUST001101,iOS,10.101.1.51,Trusted,2025-06-09
DEV00110103,CUST001101,ATM,10.101.2.10,New,2024-12-15
DEV00110201,CUST001102,iOS,10.102.0.155,New,2025-07-27
DEV00110202,CUST001102,iOS,10.102.1.247,New,2024-07-03
DEV00110301,CUST001103,POS,10.103.0.235,Trusted,2025-06-25
DEV00110401,CUST001104,iOS,10.104.0.66,Trusted,2025-12-12
DEV00110501,CUST001105,Android,10.105.0.8,Trusted,2025-11-24
DEV00110502,CUST001105,Windows,10.105.1.77,Trusted,2024-04-03
DEV00110601,CUST001106,Windows,10.106.0.31,Trusted,2025-07-06
DEV00110701,CUST001107,Android,10.107.0.85,Trusted,2025-12-06
DEV00110702,CUST001107,POS,10.107.1.47,Trusted,2025-02-21
DEV00110801,CUST001108,iOS,10.108.0.226,Trusted,2025-11-05
DEV00110802,CUST001108,ATM,10.108.1.169,Known,2025-05-25
DEV00110803,CUST001108,Android,10.108.2.115,New,2024-12-09
DEV00110901,CUST001109,ATM,10.109.0.66,Trusted,2024-02-04
DEV00110902,CUST001109,iOS,10.109.1.82,Trusted,2025-11-18
DEV00111001,CUST001110,Android,10.110.0.194,Trusted,2025-12-16
DEV00111002,CUST001110,iOS,10.110.1.178,Known,2024-05-05
DEV00111101,CUST001111,POS,10.111.0.156,Trusted,2023-11-25
DEV00111102,CUST001111,Windows,10.111.1.127,New,2026-01-05
DEV00111201,CUST001112,Windows,10.112.0.23,New,2024-02-20
DEV00111202,CUST001112,iOS,10.112.1.247,Trusted,2024-07-29
DEV00111203,CUST001112,POS,10.112.2.89,Trusted,2025-05-02
DEV00111301,CUST001113,POS,10.113.0.101,Known,2025-05-22
DEV00111302,CUST001113,POS,10.113.1.171,Trusted,2024-12-20
DEV00111401,CUST001114,POS,10.114.0.39,Trusted,2025-11-09
DEV00111402,CUST001114,POS,10.114.1.7,Trusted,2024-06-08
DEV00111403,CUST001114,ATM,10.114.2.101,Trusted,2023-12-08
DEV00111501,CUST001115,iOS,10.115.0.101,Known,2025-08-23
DEV00111601,CUST001116,Android,10.116.0.129,Trusted,2023-12-13
DEV00111602,CUST001116,ATM,10.116.1.125,Trusted,2024-09-01
DEV00111701,CUST001117,iOS,10.117.0.175,Trusted,2024-12-28
DEV00111801,CUST001118,Windows,10.118.0.117,Trusted,2025-09-03
DEV00111901,CUST001119,Android,10.119.0.114,Trusted,2025-04-10
DEV00112001,CUST001120,Android,10.120.0.36,New,2025-11-17
DEV00112101,CUST001121,ATM,10.121.0.102,Trusted,2024-11-13
DEV00112201,CUST001122,Android,10.122.0.207,Trusted,2024-04-17
DEV00112301,CUST001123,iOS,10.123.0.249,New,2025-12-20
DEV00112302,CUST001123,Android,10.123.1.160,New,2025-12-18
DEV00112303,CUST001123,iOS,10.123.2.221,New,2025-02-08
DEV00112401,CUST001124,POS,10.124.0.24,Trusted,2024-07-10
DEV00112501,CUST001125,POS,10.125.0.127,Trusted,2025-03-15
DEV00112502,CUST001125,ATM,10.125.1.98,Trusted,2025-06-05
DEV00112601,CUST001126,iOS,10.126.0.91,Trusted,2025-01-22
DEV00112701,CUST001127,Android,10.127.0.89,New,2024-06-25
DEV00112702,CUST001127,Android,10.127.1.96,Trusted,2025-08-01
DEV00112801,CUST001128,Windows,10.128.0.186,New,2025-09-27
DEV00112901,CUST001129,Windows,10.129.0.100,Trusted,2024-07-13
DEV00112902,CUST001129,iOS,10.129.1.50,Known,2024-02-01
DEV00113001,CUST001130,POS,10.130.0.68,Trusted,2026-01-25
DEV00113101,CUST001131,POS,10.131.0.221,New,2025-04-10
DEV00113201,CUST001132,ATM,10.132.0.236,Trusted,2024-05-05
DEV00113202,CUST001132,iOS,10.132.1.58,Known,2024-04-04
DEV00113301,CUST001133,iOS,10.133.0.55,Known,2024-09-12
DEV00113302,CUST001133,Android,10.133.1.155,Trusted,2024-05-19
DEV00113401,CUST001134,POS,10.134.0.160,Trusted,2025-07-09
DEV00113402,CUST001134,POS,10.134.1.246,Trusted,2025-09-26
DEV00113403,CUST001134,Android,10.134.2.1,New,2025-04-15
DEV00113501,CUST001135,POS,10.135.0.180,Trusted,2024-12-20
DEV00113502,CUST001135,ATM,10.135.1.238,Known,2024-01-15
DEV00113601,CUST001136,Android,10.136.0.164,New,2024-02-06
DEV00113701,CUST001137,Windows,10.137.0.146,Trusted,2024-11-17
DEV00113801,CUST001138,POS,10.138.0.115,Known,2025-03-15
DEV00113802,CUST001138,POS,10.138.1.125,Trusted,2025-10-17
DEV00113901,CUST001139,ATM,10.139.0.9,Known,2025-03-16
DEV00113902,CUST001139,Android,10.139.1.222,Known,2024-05-30
DEV00113903,CUST001139,iOS,10.139.2.37,New,2023-11-30
DEV00114001,CUST001140,Windows,10.140.0.144,Known,2025-06-12
DEV00114002,CUST001140,Windows,10.140.1.5,Trusted,2024-02-15
DEV00114003,CUST001140,Android,10.140.2.47,New,2024-11-10
DEV00114101,CUST001141,POS,10.141.0.179,New,2025-11-27
DEV00114102,CUST001141,POS,10.141.1.199,Trusted,2025-09-22
DEV00114201,CUST001142,Windows,10.142.0.103,Known,2024-10-10
DEV00114202,CUST001142,POS,10.142.1.154,Known,2024-12-27
DEV00114203,CUST001142,Android,10.142.2.193,Known,2024-08-22
DEV00114301,CUST001143,Android,10.143.0.13,Trusted,2024-06-23
DEV00114302,CUST001143,iOS,10.143.1.107,Trusted,2025-01-03
DEV00114401,CUST001144,ATM,10.144.0.91,Trusted,2025-08-08
DEV00114402,CUST001144,Windows,10.144.1.121,New,2025-04-25
DEV00114501,CUST001145,Windows,10.145.0.84,Trusted,2025-08-27
DEV00114502,CUST001145,iOS,10.145.1.229,Known,2025-03-28
DEV00114601,CUST001146,Windows,10.146.0.211,New,2025-12-20
DEV00114701,CUST001147,Android,10.147.0.139,Trusted,2025-12-31
DEV00114702,CUST001147,POS,10.147.1.199,Known,2023-12-29
DEV00114801,CUST001148,iOS,10.148.0.143,Known,2025-10-11
DEV00114802,CUST001148,iOS,10.148.1.93,New,2024-05-17
DEV00114901,CUST001149,iOS,10.149.0.147,Known,2024-03-09
DEV00114902,CUST001149,Android,10.149.1.228,Known,2024-06-12
DEV00115001,CUST001150,POS,10.150.0.250,Trusted,2025-02-25
DEV00115002,CUST001150,POS,10.150.1.72,Trusted,2024-10-09
DEV00115003,CUST001150,iOS,10.150.2.217,Known,2025-08-27
DEV00115101,CUST001151,ATM,10.151.0.189,Known,2024-02-28
DEV00115102,CUST001151,POS,10.151.1.185,Trusted,2025-07-09
DEV00115103,CUST001151,Android,10.151.2.129,Trusted,2024-05-21
DEV00115201,CUST001152,Windows,10.152.0.185,New,2024-01-29
DEV00115301,CUST001153,Android,10.153.0.120,Trusted,2025-04-05
DEV00115302,CUST001153,iOS,10.153.1.227,New,2025-01-26
DEV00115303,CUST001153,Windows,10.153.2.145,Known,2024-12-03
DEV00115401,CUST001154,ATM,10.154.0.174,Trusted,2025-12-26
DEV00115501,CUST001155,Android,10.155.0.161,New,2024-11-27
DEV00115502,CUST001155,ATM,10.155.1.81,Known,2025-07-08
DEV00115601,CUST001156,POS,10.156.0.149,Known,2025-01-18
DEV00115701,CUST001157,ATM,10.157.0.21,Trusted,2025-06-02
DEV00115702,CUST001157,POS,10.157.1.103,Trusted,2025-07-31
DEV00115801,CUST001158,Android,10.158.0.167,New,2026-01-24
DEV00115901,CUST001159,iOS,10.159.0.71,New,2024-03-25
DEV00116001,CUST001160,ATM,10.160.0.4,New,2024-11-05
DEV00116002,CUST001160,iOS,10.160.1.190,Trusted,2023-12-09
DEV00116101,CUST001161,POS,10.161.0.155,Trusted,2024-08-21
DEV00116102,CUST001161,Windows,10.161.1.182,Known,2025-05-07
DEV00116201,CUST001162,ATM,10.162.0.138,New,2025-10-07
DEV00116301,CUST001163,iOS,10.163.0.164,Known,2023-11-27
DEV00116401,CUST001164,ATM,10.164.0.56,Trusted,2024-05-14
DEV00116501,CUST001165,POS,10.165.0.101,Trusted,2024-02-04
DEV00116601,CUST001166,Windows,10.166.0.138,Trusted,2024-06-13
DEV00116602,CUST001166,ATM,10.166.1.205,New,2026-01-07
DEV00116701,CUST001167,ATM,10.167.0.69,Trusted,2024-11-23
DEV00116801,CUST001168,Windows,10.168.0.171,New,2025-01-01
DEV00116802,CUST001168,Android,10.168.1.181,Known,2024-07-05
DEV00116901,CUST001169,ATM,10.169.0.247,Known,2023-12-26
DEV00117001,CUST001170,Android,10.170.0.1,Trusted,2025-03-17
DEV00117002,CUST001170,ATM,10.170.1.235,Trusted,2025-04-22
DEV00117101,CUST001171,iOS,10.171.0.229,New,2024-09-19
DEV00117102,CUST001171,Windows,10.171.1.159,Trusted,2025-10-27
DEV00117103,CUST001171,ATM,10.171.2.222,New,2024-05-12
DEV00117201,CUST001172,ATM,10.172.0.233,Known,2024-11-13
DEV00117202,CUST001172,Windows,10.172.1.36,New,2025-12-09
DEV00117301,CUST001173,iOS,10.173.0.164,Trusted,2024-09-21
DEV00117302,CUST001173,ATM,10.173.1.97,Known,2025-10-29
DEV00117303,CUST001173,Windows,10.173.2.156,Trusted,2026-01-05
DEV00117401,CUST001174,POS,10.174.0.59,Trusted,2025-03-30
DEV00117402,CUST001174,ATM,10.174.1.194,Trusted,2025-06-06
DEV00117403,CUST001174,Android,10.174.2.65,Known,2025-04-24
DEV00117501,CUST001175,Android,10.175.0.35,Trusted,2025-04-10
DEV00117601,CUST001176,ATM,10.176.0.248,Trusted,2025-11-05
DEV00117602,CUST001176,Windows,10.176.1.53,Trusted,2025-03-05
DEV00117603,CUST001176,Android,10.176.2.241,Trusted,2025-05-20
DEV00117701,CUST001177,ATM,10.177.0.78,Trusted,2025-02-27
DEV00117702,CUST001177,ATM,10.177.1.215,Trusted,2024-12-11
DEV00117801,CUST001178,Android,10.178.0.48,Trusted,2025-12-07
DEV00117901,CUST001179,Windows,10.179.0.202,Trusted,2026-01-04
DEV00118001,CUST001180,Windows,10.180.0.10,Trusted,2025-03-10
DEV00118101,CUST001181,Windows,10.181.0.137,Known,2025-07-01
DEV00118201,CUST001182,Windows,10.182.0.33,Trusted,2025-03-26
DEV00118202,CUST001182,iOS,10.182.1.129,New,2025-04-01
DEV00118301,CUST001183,ATM,10.183.0.161,Trusted,2025-04-23
DEV00118302,CUST001183,POS,10.183.1.141,Known,2025-08-03
DEV00118401,CUST001184,iOS,10.184.0.95,Trusted,2024-04-17
DEV00118402,CUST001184,POS,10.184.1.16,New,2024-12-01
DEV00118501,CUST001185,iOS,10.185.0.87,Trusted,2024-07-06
DEV00118502,CUST001185,POS,10.185.1.179,New,2025-09-23
DEV00118601,CUST001186,ATM,10.186.0.21,Trusted,2024-04-15
DEV00118602,CUST001186,ATM,10.186.1.222,New,2025-07-14
DEV00118701,CUST001187,POS,10.187.0.38,Known,2024-07-01
DEV00118702,CUST001187,ATM,10.187.1.152,Trusted,2024-05-11
DEV00118801,CUST001188,iOS,10.188.0.6,New,2025-07-02
DEV00118901,CUST001189,Windows,10.189.0.147,Trusted,2025-10-03
DEV00118902,CUST001189,iOS,10.189.1.251,Trusted,2025-04-14
DEV00119001,CUST001190,ATM,10.190.0.53,Trusted,2024-05-29
DEV00119002,CUST001190,Android,10.190.1.118,Trusted,2023-12-27
DEV00119101,CUST001191,Windows,10.191.0.146,New,2025-11-02
DEV00119102,CUST001191,POS,10.191.1.105,New,2024-03-14
DEV00119201,CUST001192,Windows,10.192.0.188,Trusted,2023-12-14
DEV00119202,CUST001192,Android,10.192.1.50,Trusted,2025-06-08
DEV00119203,CUST001192,Windows,10.192.2.249,Known,2025-06-25
DEV00119301,CUST001193,ATM,10.193.0.127,Trusted,2025-12-24
DEV00119401,CUST001194,Android,10.194.0.39,New,2024-11-30
DEV00119501,CUST001195,Windows,10.195.0.142,Known,2025-08-25
DEV00119502,CUST001195,Android,10.195.1.54,Known,2025-07-13
DEV00119601,CUST001196,iOS,10.196.0.225,Trusted,2024-02-09
DEV00119701,CUST001197,iOS,10.197.0.216,New,2024-04-24
DEV00119801,CUST001198,Android,10.198.0.62,Trusted,2025-12-24
DEV00119802,CUST001198,ATM,10.198.1.78,Trusted,2024-03-29
DEV00119803,CUST001198,ATM,10.198.2.32,Known,2025-08-11
DEV00119901,CUST001199,ATM,10.199.0.141,Known,2025-02-13
DEV00120001,CUST001200,POS,10.200.0.71,Known,2024-11-21
DEV00120002,CUST001200,ATM,10.200.1.155,Known,2024-08-31
DEV00120003,CUST001200,POS,10.200.2.252,Trusted,2025-12-03
DEV00120101,CUST001201,Android,10.201.0.117,Trusted,2024-12-28
DEV00120102,CUST001201,ATM,10.201.1.35,Known,2024-12-13
DEV00120201,CUST001202,ATM,10.202.0.221,Trusted,2025-05-10
DEV00120202,CUST001202,Android,10.202.1.202,New,2023-11-27
DEV00120203,CUST001202,Android,10.202.2.225,Trusted,2026-01-28
DEV00120301,CUST001203,Android,10.203.0.32,Known,2024-03-27
DEV00120302,CUST001203,iOS,10.203.1.36,Trusted,2025-09-07
DEV00120303,CUST001203,POS,10.203.2.38,Trusted,2025-08-05
DEV00120401,CUST001204,Android,10.204.0.186,Known,2024-10-25
DEV00120501,CUST001205,iOS,10.205.0.43,Trusted,2026-01-24
DEV00120502,CUST001205,ATM,10.205.1.75,Trusted,2024-04-17
DEV00120601,CUST001206,POS,10.206.0.86,Trusted,2023-12-13
DEV00120701,CUST001207,Windows,10.207.0.128,Trusted,2024-03-13
DEV00120801,CUST001208,Android,10.208.0.82,Known,2024-07-15
DEV00120802,CUST001208,Windows,10.208.1.246,Known,2024-09-14
DEV00120803,CUST001208,Windows,10.208.2.152,Known,2024-02-17
DEV00120901,CUST001209,Android,10.209.0.100,Known,2024-11-27
DEV00121001,CUST001210,Windows,10.210.0.151,Trusted,2025-09-10
DEV00121101,CUST001211,iOS,10.211.0.83,Trusted,2024-08-05
DEV00121102,CUST001211,Windows,10.211.1.173,Trusted,2025-05-30
DEV00121201,CUST001212,POS,10.212.0.28,Known,2024-08-02
DEV00121202,CUST001212,Windows,10.212.1.81,New,2025-04-18
DEV00121301,CUST001213,Windows,10.213.0.173,Known,2025-01-29
DEV00121302,CUST001213,iOS,10.213.1.239,Trusted,2025-11-08
DEV00121303,CUST001213,Windows,10.213.2.164,Trusted,2024-08-12
DEV00121401,CUST001214,iOS,10.214.0.7,Known,2025-11-03
DEV00121501,CUST001215,Windows,10.215.0.193,Trusted,2025-06-25
DEV00121601,CUST001216,POS,10.216.0.58,New,2024-05-23
DEV00121602,CUST001216,ATM,10.216.1.22,Trusted,2026-01-29
DEV00121701,CUST001217,Windows,10.217.0.91,Known,2026-01-29
DEV00121702,CUST001217,ATM,10.217.1.149,Trusted,2025-06-13
DEV00121703,CUST001217,Android,10.217.2.74,Known,2024-01-18
DEV00121801,CUST001218,Android,10.218.0.201,Trusted,2024-05-12
DEV00121802,CUST001218,Windows,10.218.1.242,Known,2025-07-15
DEV00121901,CUST001219,Android,10.219.0.201,Trusted,2024-07-13
DEV00122001,CUST001220,ATM,10.220.0.7,New,2024-04-27
DEV00122002,CUST001220,ATM,10.220.1.162,New,2025-07-06
DEV00122003,CUST001220,Windows,10.220.2.63,Trusted,2025-08-30
DEV00122101,CUST001221,Android,10.221.0.22,Known,2025-08-29
DEV00122102,CUST001221,POS,10.221.1.80,Trusted,2026-01-09
DEV00122201,CUST001222,Windows,10.222.0.112,Known,2024-05-28
DEV00122301,CUST001223,POS,10.223.0.19,Known,2025-06-30
DEV00122302,CUST001223,POS,10.223.1.36,Trusted,2025-10-27
DEV00122401,CUST001224,ATM,10.224.0.47,Known,2025-03-14
DEV00122501,CUST001225,POS,10.225.0.74,Known,2025-09-30
DEV00122502,CUST001225,Android,10.225.1.79,New,2024-05-01
DEV00122601,CUST001226,iOS,10.226.0.153,Trusted,2024-01-05
DEV00122602,CUST001226,Windows,10.226.1.180,Trusted,2024-05-13
DEV00122701,CUST001227,iOS,10.227.0.75,New,2024-10-16
DEV00122801,CUST001228,Android,10.228.0.118,Trusted,2025-07-07
DEV00122802,CUST001228,iOS,10.228.1.167,Trusted,2025-10-28
DEV00122901,CUST001229,Android,10.229.0.184,New,2024-09-19
DEV00122902,CUST001229,ATM,10.229.1.197,New,2026-01-19
DEV00123001,CUST001230,POS,10.230.0.75,Known,2025-09-24
DEV00123101,CUST001231,ATM,10.231.0.186,Trusted,2024-02-17
DEV00123102,CUST001231,iOS,10.231.1.98,Trusted,2025-02-22
DEV00123201,CUST001232,Windows,10.232.0.196,Trusted,2024-07-03
DEV00123202,CUST001232,iOS,10.232.1.96,Trusted,2024-04-03
DEV00123203,CUST001232,Android,10.232.2.20,Trusted,2025-02-26
DEV00123301,CUST001233,Android,10.233.0.73,Trusted,2025-04-28
DEV00123401,CUST001234,Windows,10.234.0.91,Trusted,2025-07-14
DEV00123402,CUST001234,Android,10.234.1.160,Trusted,2025-10-18
DEV00123501,CUST001235,ATM,10.235.0.230,Trusted,2024-09-23
DEV00123601,CUST001236,iOS,10.236.0.170,Trusted,2025-08-21
DEV00123602,CUST001236,ATM,10.236.1.17,New,2025-12-20
DEV00123603,CUST001236,Windows,10.236.2.222,Trusted,2025-02-25
DEV00123701,CUST001237,POS,10.237.0.168,Trusted,2025-04-17
DEV00123801,CUST001238,ATM,10.238.0.155,Trusted,2026-01-27
