case_id,alert_id,customer_id,opened_ts,closed_ts,case_status,priority,investigator_id,disposition,exposure_inr,confirmed_loss_inr,case_category
CASE0000383,ALT00001431,CUST001686,2026-07-04 16:35:22,2026-07-07 08:35:22,Closed,Medium,INV005,Pending Evidence,6232.72,0,Merchant abuse
CASE0000384,ALT00001435,CUST001957,2026-07-05 02:43:28,,Investigating,Medium,INV005,Under Investigation,3202.94,0,Credential compromise
CASE0000385,ALT00001447,CUST000458,2026-07-06 01:47:48,,Investigating,Medium,INV004,Under Investigation,1177708.32,0,Card misuse
CASE0000386,ALT00001448,CUST001709,2026-07-06 04:23:52,2026-07-07 05:23:52,Closed,Medium,INV004,Customer Verified,2969.14,0,Other
CASE0000387,ALT00001450,CUST000195,2026-07-06 08:18:33,2026-07-07 23:18:33,Closed,Medium,INV001,Customer Verified,503365.65,0,Credential compromise
CASE0000388,ALT00001451,CUST001872,2026-07-06 12:42:52,,Investigating,Medium,INV004,Under Investigation,13728.42,0,Other
CASE0000389,ALT00001456,CUST000472,2026-07-07 05:21:00,,Investigating,Medium,INV002,Under Investigation,9899.04,0,Mule account
CASE0000390,ALT00001463,CUST000002,2026-07-08 17:24:59,,Investigating,High,INV002,Under Investigation,9157.16,0,Mule account
CASE0000391,ALT00001464,CUST001793,2026-07-08 19:22:00,2026-07-10 14:22:00,Closed,Medium,INV004,Customer Verified,151949.61,0,Card misuse
CASE0000392,ALT00001465,CUST000199,2026-07-08 21:34:07,,Investigating,High,INV002,Under Investigation,493651.73,0,Card misuse
CASE0000393,ALT00001467,CUST000750,2026-07-09 01:44:45,,Investigating,Medium,INV001,Under Investigation,3477.43,0,Credential compromise
CASE0000394,ALT00001469,CUST000880,2026-07-09 03:09:48,2026-07-09 21:09:48,Closed,Medium,INV002,Confirmed Fraud,227886.69,149661.61,UPI scam
CASE0000395,ALT00001477,CUST001558,2026-07-10 04:48:18,,Investigating,Medium,INV003,Under Investigation,5931.31,0,Other
CASE0000396,ALT00001481,CUST001589,2026-07-11 03:38:17,2026-07-13 07:38:17,Closed,Medium,INV005,Pending Evidence,1290824.1,0,Merchant abuse
CASE0000397,ALT00001483,CUST001239,2026-07-11 13:38:35,,Investigating,Medium,INV003,Under Investigation,192532.64,0,Merchant abuse
CASE0000398,ALT00001487,CUST000889,2026-07-12 02:02:24,2026-07-14 01:02:24,Closed,Medium,INV001,Customer Verified,2670.97,0,Merchant abuse
CASE0000399,ALT00001489,CUST000089,2026-07-12 01:43:40,,Investigating,High,INV002,Under Investigation,423.96,0,Merchant abuse
CASE0000400,ALT00001495,CUST001415,2026-07-12 06:32:50,2026-07-14 10:32:50,Closed,Medium,INV001,Confirmed Fraud,3648.74,2050.1,UPI scam
CASE0000401,ALT00001500,CUST000271,2026-07-13 01:58:23,,Investigating,Medium,INV005,Under Investigation,4768.28,0,UPI scam
CASE0000402,ALT00001502,CUST000806,2026-07-13 04:07:58,2026-07-14 21:07:58,Closed,Medium,INV002,Customer Verified,1299.75,0,Other
CASE0000403,ALT00001509,CUST000541,2026-07-14 03:53:18,2026-07-16 15:53:18,Closed,Medium,INV002,Confirmed Fraud,4139.86,2145.43,Card misuse
CASE0000404,ALT00001511,CUST000184,2026-07-14 04:24:58,,Investigating,Medium,INV002,Under Investigation,24417.88,0,Credential compromise
CASE0000405,ALT00001514,CUST001210,2026-07-14 21:25:04,2026-07-17 17:25:04,Closed,Medium,INV001,Customer Verified,21.02,0,Merchant abuse
CASE0000406,ALT00001519,CUST001779,2026-07-15 01:58:53,2026-07-15 22:58:53,Closed,Medium,INV002,False Positive,8306.42,0,Card misuse
CASE0000407,ALT00001520,CUST001722,2026-07-15 01:46:31,2026-07-16 15:46:31,Closed,Medium,INV004,Confirmed Fraud,2176.09,645.09,Mule account
CASE0000408,ALT00001521,CUST000492,2026-07-15 01:59:27,,Investigating,Medium,INV005,Under Investigation,3050.41,0,UPI scam
CASE0000409,ALT00001525,CUST000169,2026-07-15 05:01:54,,Investigating,Medium,INV002,Under Investigation,8090.44,0,UPI scam
CASE0000410,ALT00001528,CUST001204,2026-07-15 06:48:09,2026-07-18 06:48:09,Closed,Medium,INV002,Customer Verified,21.29,0,Card misuse
CASE0000411,ALT00001530,CUST000249,2026-07-15 08:01:11,2026-07-16 14:01:11,Closed,Medium,INV003,Customer Verified,54189.06,0,Credential compromise
CASE0000412,ALT00001532,CUST000918,2026-07-16 02:51:04,2026-07-16 23:51:04,Closed,Critical,INV005,False Positive,3546.34,0,Credential compromise
CASE0000413,ALT00001538,CUST001493,2026-07-17 07:43:04,2026-07-17 15:43:04,Closed,Medium,INV002,Pending Evidence,724.83,0,Merchant abuse
CASE0000414,ALT00001540,CUST000261,2026-07-17 12:55:33,,Investigating,High,INV004,Under Investigation,3296.31,0,Other
CASE0000415,ALT00001543,CUST001479,2026-07-17 19:55:56,,Investigating,Medium,INV003,Under Investigation,262483.59,0,Merchant abuse
CASE0000416,ALT00001544,CUST000118,2026-07-17 22:30:12,,Investigating,High,INV001,Under Investigation,419204.51,0,UPI scam
CASE0000417,ALT00001552,CUST001072,2026-07-18 06:56:11,,Investigating,Medium,INV001,Under Investigation,1044.93,0,Other
CASE0000418,ALT00001553,CUST000353,2026-07-18 08:22:34,,Investigating,Medium,INV001,Under Investigation,519912.48,0,Merchant abuse
CASE0000419,ALT00001555,CUST000317,2026-07-18 13:23:59,,Investigating,Medium,INV002,Under Investigation,148.79,0,UPI scam
CASE0000420,ALT00001557,CUST001343,2026-07-18 16:57:14,,Investigating,Medium,INV002,Under Investigation,25.01,0,Mule account
CASE0000421,ALT00001559,CUST001300,2026-07-19 01:38:50,2026-07-20 21:38:50,Closed,Medium,INV003,Pending Evidence,63.15,0,Mule account
CASE0000422,ALT00001564,CUST001687,2026-07-19 06:48:14,2026-07-21 03:48:14,Closed,Medium,INV005,Customer Verified,211482.04,0,Card misuse
CASE0000423,ALT00001579,CUST001871,2026-07-21 04:57:25,,Investigating,Medium,INV005,Under Investigation,476352.11,0,Other
CASE0000424,ALT00001585,CUST000834,2026-07-22 02:32:16,,Investigating,Medium,INV004,Under Investigation,3430.27,0,Merchant abuse
CASE0000425,ALT00001586,CUST001037,2026-07-22 06:04:20,,Investigating,Medium,INV005,Under Investigation,929904.63,0,Merchant abuse
CASE0000426,ALT00001590,CUST001696,2026-07-22 10:01:05,2026-07-25 08:01:05,Closed,Medium,INV004,False Positive,105195.16,0,UPI scam
CASE0000427,ALT00001596,CUST001150,2026-07-23 02:06:15,2026-07-23 20:06:15,Closed,Medium,INV003,Pending Evidence,147672.38,0,Mule account
CASE0000428,ALT00001599,CUST001227,2026-07-23 09:23:11,,Investigating,Critical,INV003,Under Investigation,396409.54,0,Mule account
CASE0000429,ALT00001601,CUST001016,2026-07-23 15:38:06,2026-07-24 12:38:06,Closed,Medium,INV005,Confirmed Fraud,3592.82,1372.93,Other
CASE0000430,ALT00001605,CUST001191,2026-07-24 01:27:11,,Investigating,Medium,INV004,Under Investigation,3330.68,0,Merchant abuse
CASE0000431,ALT00001610,CUST000923,2026-07-24 08:41:29,,Investigating,Medium,INV001,Under Investigation,222726.51,0,Mule account
CASE0000432,ALT00001623,CUST001471,2026-07-26 02:56:39,,Investigating,Critical,INV005,Under Investigation,13796.74,0,Merchant abuse
CASE0000433,ALT00001625,CUST001416,2026-07-26 13:43:37,2026-07-29 05:43:37,Closed,Medium,INV001,Customer Verified,2486.48,0,Merchant abuse
CASE0000434,ALT00001626,CUST001047,2026-07-26 12:23:43,2026-07-28 02:23:43,Closed,High,INV003,Customer Verified,135261.97,0,Mule account
CASE0000435,ALT00001627,CUST001294,2026-07-26 14:47:27,2026-07-26 17:47:27,Closed,High,INV002,Pending Evidence,333464.48,0,Card misuse
CASE0000436,ALT00001628,CUST001818,2026-07-26 15:06:10,2026-07-29 07:06:10,Closed,Medium,INV004,Confirmed Fraud,321144.19,105895.05,Mule account
CASE0000437,ALT00001631,CUST000484,2026-07-27 00:46:19,2026-07-28 06:46:19,Closed,Medium,INV001,Customer Verified,1948.85,0,Merchant abuse
CASE0000438,ALT00001634,CUST000653,2026-07-27 04:41:29,,Investigating,Medium,INV005,Under Investigation,2470.83,0,UPI scam
CASE0000439,ALT00001635,CUST001184,2026-07-27 04:56:09,2026-07-29 01:56:09,Closed,Critical,INV003,Customer Verified,197470.93,0,Mule account
CASE0000440,ALT00001638,CUST001083,2026-07-27 18:18:52,,Investigating,Medium,INV001,Under Investigation,51.6,0,Mule account
CASE0000441,ALT00001642,CUST001986,2026-07-28 03:52:41,,Investigating,Medium,INV001,Under Investigation,1315.93,0,Mule account
CASE0000442,ALT00001645,CUST000620,2026-07-28 05:51:22,,Investigating,Medium,INV003,Under Investigation,5698.13,0,UPI scam
CASE0000443,ALT00001661,CUST000129,2026-07-29 16:52:44,,Investigating,Medium,INV005,Under Investigation,49.16,0,Mule account
CASE0000444,ALT00001662,CUST001273,2026-07-29 20:06:32,,Investigating,High,INV003,Under Investigation,518748.87,0,Credential compromise
CASE0000445,ALT00001663,CUST000707,2026-07-29 21:13:40,,Investigating,High,INV003,Under Investigation,1212.3,0,Other
CASE0000446,ALT00001666,CUST000290,2026-07-30 03:46:58,,Investigating,Medium,INV004,Under Investigation,75462.01,0,UPI scam
CASE0000447,ALT00001667,CUST001756,2026-07-30 04:27:56,2026-07-31 17:27:56,Closed,Medium,INV004,Pending Evidence,3962.37,0,UPI scam
CASE0000448,ALT00001671,CUST000797,2026-07-30 11:23:50,,Investigating,Medium,INV001,Under Investigation,418619.55,0,UPI scam
